column,observed_count,missing_count,missing_fraction,mean,std,median,q25,q75,min,max,transform,center,scale,negative_count,gt_one_count
hle/hle/hle__6737016cd6feab08ed98c77d,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673701a01baae2c519a9765a,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__6737022fa283793ef57494a3,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673704af1c2083e9eaa6d732,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6737081be1832dff83dd1a09,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6737092e3a78dbef3611f734,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__673709d1980211368f0f952f,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673709de3f0517b6e8a60764,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67370a1b980211368f0f9531,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__67370a26144baed9dcabbe11,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67370aa83f0517b6e8a60769,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67371006980211368f0f954e,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673710799f4e09ce7f83d562,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67371496e04511118435d5a4,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6737155919fe786391fedd08,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__673716bd2773953bca4195d7,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67371c15d09c0e422ae36585,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67371dc7fb093fc159cc78e8,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67371f93d09c0e422ae3658b,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67371fc1d4a812e865edf21c,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67372089f362584fff2ae1f9,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673721bf2ccb228b9d55c8ff,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6737224020f2fc6d8d08075c,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673722a1f362584fff2ae212,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673722c82bfc8ab579ed111f,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67372559fb093fc159cc790f,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67372563fb093fc159cc7912,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6737259f2c11cb057c97911b,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__67372622d73437e891c14877,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__67372744600c9c0daa5d8f3f,2,24,0.9230769230769231,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
hle/hle/hle__6737278e15a024e05742d098,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67372d4af4721666334a8535,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67372e09a90747ed09962582,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6737309d1988146a57ffab18,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6737321adadf045724637654,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6737321d90a20eb348edbe03,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67373220a4d09488d430f640,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6737328119fe786391fedd8a,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67373446bb9a786bfe928d2c,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673735aa61f20f11eb1097d2,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673735ce90a20eb348edbe16,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673736cea562fd298787764c,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6737382a90a20eb348edbe23,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673738b81bcb9388d8e3b31a,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673744590cf254c99a9595e4,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67374bd8cceb51c87c8f1925,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67374c79ccee19cce9664dd5,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__673757b8673b15e8ce0a3755,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6737591afaa3cc153fb6ddc3,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67375e6f8b1cc52c211f95ce,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__673761e610c7e233967eef47,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6737697dedff89681fe75582,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67376e4bedff89681fe75590,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67378355cf21a88cec0f42e5,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6737883a270e3f4ddee77b7e,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__67378905b73b79a4008926af,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673797594656f5343e5d35db,2,24,0.9230769230769231,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
hle/hle/hle__673799cf4d349e2ed66792d2,2,24,0.9230769230769231,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
hle/hle/hle__67379aea6c946be458900f3f,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67379dd995d9299b8ac8439c,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6737b25181d9423817b88328,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__6737b422d3949406f1ed580b,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6737b54897dbabee150254d9,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__6737c6ff3b2291333fbb48a4,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6737c784312c74381365c1c7,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6737ccee8ebd5a3e08cacd39,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6737cd443b2291333fbb48b6,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6737d23a6a364decc45cc7ee,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67380ecdb808e1bf292d214e,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673814e333f92b33fc5d4ef6,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__67381641a8513cd02a2937c3,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__67381812e4ea03183132a54e,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673818e39b3842b34824240d,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__673819ece4ea03183132a556,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67381a8ee4ea03183132a559,2,24,0.9230769230769231,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
hle/hle/hle__67381b2862660a32c77bfe3d,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__67381ce26a5242a22fe4681f,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67381f0835f9616e390e737a,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6738243f9b3842b348242430,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67382954b12bd45429d6c0d1,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673829d59b3842b348242450,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67382a0d9093b0b290d932b9,2,24,0.9230769230769231,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
hle/hle/hle__67382e289b3842b34824245b,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67382f8535f9616e390e73ae,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67383288f2df805520bc86b5,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6738373cf2df805520bc86ce,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67384618f50a1fb083fa3eea,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67384d2f360c3e6934c83626,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67385365f50a1fb083fa3f02,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673857db3a5ac4684b750d22,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__67387af4aa63aa9bc8096f48,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6738925a88684584d13d4d44,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__6738b35e0cf19fed829b4838,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__6738d62e37f41423112a76ba,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6738d6a4475748524584b23c,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6738d83df02fdab01eba410c,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6738d8948d9f3fdfc50c93f5,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6738da53028ebe6f5c2ae07a,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6738df8c201a2bd66499797a,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6738e0e90afc5078575438a9,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6738e2bb0afc5078575438b5,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6738ed5aafa76366534beaa8,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__6738f07b851b80b033aa8633,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__6738f23e851b80b033aa8636,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6738f778851b80b033aa8654,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6738f823604ae090a02938fd,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6738fd4b851b80b033aa866f,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__67390213fc9dc4f5102ad835,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6739021d974c4bef850f1767,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673909949318c3bbb1056f54,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67390df48dfa3346e87f711a,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6739114c41c297471963ef95,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6739149727881148ddf2aca0,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__67391a30af74773130b63bb2,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__67391b1caf74773130b63bb6,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__67391de141c297471963efc6,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67392014a87cc4cf423a73e2,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6739374caf97ceab210adc21,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67393de74954110962f03245,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673940404b79755e8fd591dc,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__6739479743b2a5ca5cf1a9dd,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67394a709625ee6d891838e2,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__673963bfc066d38d05efee80,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67396490173834c134fbaceb,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673966c85558387c37dd7b7d,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6739674739118cf30f5f1075,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67396779f2c1f4ba83e0a0a2,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6739691ecea30e65e1f96876,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67396b6ad7c193febc65bb8e,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67396d5f529edfe3fe77e973,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673971a55c3de09264d6d373,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__67397f0d8ad50d0410e30db4,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__67398780bcaf1e028b8576a2,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__67399a69c180d4d45680e434,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6739a952fa7e2dea8ccd9bfe,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6739bc57d0af09aab0acf895,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6739c2b970e297a5bb200fdb,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__6739e06f5a81384176dd28cd,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6739e82ba0d19bb8d127ad6c,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6739ec066a53385958bca5e8,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__6739f5ede8b91dc9dac17cd9,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__6739fdd1e27e1ce214359d62,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__6739fe23f1f7144f9a3c9715,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a24cae2c1660fd4a8ab7f,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a2e0e1832025ec235f9aa,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a2f99b526858a94683ad1,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__673a30e39b3ad7c9386b5da4,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__673a31d0efec47c08d597095,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__673a32a842a12c80ec5f8012,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a33fb2d5ce2b6500f4b48,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a36936a38861184e67871,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a36b569a009bd25ec1a74,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a3faaed02a359f6002a78,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a4eacf1b4f95db095ac33,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a55796ecc0daf8f9b9f7d,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a5f9b329d98c7d4b69d5f,2,24,0.9230769230769231,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
hle/hle/hle__673a5fa4329d98c7d4b69d60,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a6a6c4c465c371379b670,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a6dd875a0f3c9ce243dba,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a716a177d419c991c9f69,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a73d1addb9293360a5d07,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a76559e89466aa6433f66,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a7987334115f5123f9c64,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a7c5661b5d6a8453b191b,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a811139a72249939a6b6d,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__673a85e1551b8b9cc471012d,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a8c2e4e2e35b51a27fafd,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a8f8f4e2e35b51a27fb03,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a8ff77acc7cdc8c824b62,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__673a92ad437529d472475406,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a97d7414ad0600dc7819e,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
hle/hle/hle__673a9c6a414ad0600dc781a2,2,24,0.9230769230769231,0.5,0.5,0.5,0.25,0.75,0.0,1.0,identity,0.5,0.5,0,0
hle/hle/hle__673aa3536b5c65098f208d6f,2,24,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
