column,observed_count,missing_count,missing_fraction,mean,std,median,q25,q75,min,max,transform,center,scale,negative_count,gt_one_count
aider-polyglot/polyglot_cpp_all-your-base,15,11,0.4230769230769231,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_allergies,16,10,0.38461538461538464,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_bank-account,20,6,0.23076923076923078,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_binary-search-tree,11,15,0.5769230769230769,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_circular-buffer,14,12,0.46153846153846156,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_clock,16,10,0.38461538461538464,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_complex-numbers,25,1,0.038461538461538464,0.98666668,0.06531966115449162,1.0,1.0,1.0,0.666667,1.0,identity,1.0,0.06531966115449162,0,0
aider-polyglot/polyglot_cpp_crypto-square,16,10,0.38461538461538464,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_diamond,19,7,0.2692307692307692,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_dnd-character,23,3,0.11538461538461539,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_gigasecond,18,8,0.3076923076923077,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_grade-school,20,6,0.23076923076923078,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_kindergarten-garden,5,21,0.8076923076923077,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_knapsack,19,7,0.2692307692307692,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_linked-list,23,3,0.11538461538461539,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_meetup,9,17,0.6538461538461539,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_parallel-letter-frequency,9,17,0.6538461538461539,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_perfect-numbers,22,4,0.15384615384615385,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_phone-number,15,11,0.4230769230769231,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_queen-attack,16,10,0.38461538461538464,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_robot-name,16,10,0.38461538461538464,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_space-age,22,4,0.15384615384615385,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_spiral-matrix,8,18,0.6923076923076923,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_sublist,9,17,0.6538461538461539,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_yacht,11,15,0.5769230769230769,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_cpp_zebra-puzzle,22,4,0.15384615384615385,1.0,0.0,1.0,1.0,1.0,1.0,1.0,identity,1.0,1.0,0,0
aider-polyglot/polyglot_go_alphametics,25,1,0.038461538461538464,0.884,0.23946607275353227,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_go_beer-song,25,1,0.038461538461538464,0.026000000000000002,0.0708801805866774,0.0,0.0,0.0,0.0,0.25,identity,0.0,0.0708801805866774,0,0
aider-polyglot/polyglot_go_book-store,25,1,0.038461538461538464,0.68,0.35777087639996635,0.8,0.4,1.0,0.0,1.0,identity,0.8,0.6,0,0
aider-polyglot/polyglot_go_bottle-song,25,1,0.038461538461538464,0.5459999999999999,0.3924079509897831,0.6,0.2,1.0,0.0,1.0,identity,0.6,0.8,0,0
aider-polyglot/polyglot_go_bowling,25,1,0.038461538461538464,0.528,0.44498988752554813,0.8,0.0,1.0,0.0,1.0,identity,0.8,1.0,0,0
aider-polyglot/polyglot_go_connect,25,1,0.038461538461538464,0.342,0.32975142152839915,0.2,0.0,0.6,0.0,1.0,identity,0.2,0.6,0,0
aider-polyglot/polyglot_go_counter,26,0,0.0,0.13846153846153847,0.2338259100549333,0.0,0.0,0.2,0.0,0.8,identity,0.0,0.2,0,0
aider-polyglot/polyglot_go_crypto-square,25,1,0.038461538461538464,0.8640000000000001,0.275506805723561,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_go_dnd-character,25,1,0.038461538461538464,0.856,0.24344198487524701,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_go_dominoes,25,1,0.038461538461538464,0.8079999999999999,0.3018873962258113,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_go_error-handling,25,1,0.038461538461538464,0.64,0.3878143885933063,0.8,0.2,1.0,0.0,1.0,identity,0.8,0.8,0,0
aider-polyglot/polyglot_go_food-chain,25,1,0.038461538461538464,0.6380000000000001,0.34793102764772216,0.75,0.4,1.0,0.0,1.0,identity,0.75,0.6,0,0
aider-polyglot/polyglot_go_forth,25,1,0.038461538461538464,0.312,0.4003198721022977,0.0,0.0,0.6,0.0,1.0,identity,0.0,0.6,0,0
aider-polyglot/polyglot_go_hexadecimal,25,1,0.038461538461538464,0.052000000000000005,0.18137254478007417,0.0,0.0,0.0,0.0,0.8,identity,0.0,0.18137254478007417,0,0
aider-polyglot/polyglot_go_kindergarten-garden,25,1,0.038461538461538464,0.23399999999999999,0.3183457240171446,0.0,0.0,0.4,0.0,1.0,identity,0.0,0.4,0,0
aider-polyglot/polyglot_go_ledger,25,1,0.038461538461538464,0.5660000000000001,0.3460404600621147,0.6,0.2,0.8,0.0,1.0,identity,0.6,0.6000000000000001,0,0
aider-polyglot/polyglot_go_markdown,25,1,0.038461538461538464,0.7759999999999999,0.273173937263422,0.8,0.6,1.0,0.0,1.0,identity,0.8,0.4,0,0
aider-polyglot/polyglot_go_matrix,25,1,0.038461538461538464,0.096,0.19693653800145874,0.0,0.0,0.0,0.0,0.6,identity,0.0,0.19693653800145874,0,0
aider-polyglot/polyglot_go_octal,25,1,0.038461538461538464,0.21,0.332264954516723,0.0,0.0,0.25,0.0,1.0,identity,0.0,0.25,0,0
aider-polyglot/polyglot_go_paasio,25,1,0.038461538461538464,0.12,0.28284271247461906,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.28284271247461906,0,0
aider-polyglot/polyglot_go_palindrome-products,25,1,0.038461538461538464,0.286,0.41364719266544037,0.0,0.0,0.6,0.0,1.0,identity,0.0,0.6,0,0
aider-polyglot/polyglot_go_pig-latin,25,1,0.038461538461538464,0.8319999999999999,0.2976172038038124,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_go_poker,25,1,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
aider-polyglot/polyglot_go_pov,25,1,0.038461538461538464,0.7040000000000001,0.3538135101999357,0.8,0.4,1.0,0.0,1.0,identity,0.8,0.6,0,0
aider-polyglot/polyglot_go_protein-translation,25,1,0.038461538461538464,0.39799999999999996,0.40999512192220045,0.2,0.0,0.8,0.0,1.0,identity,0.2,0.8,0,0
aider-polyglot/polyglot_go_react,25,1,0.038461538461538464,0.07200000000000001,0.1865904606350496,0.0,0.0,0.0,0.0,0.8,identity,0.0,0.1865904606350496,0,0
aider-polyglot/polyglot_go_robot-simulator,25,1,0.038461538461538464,0.136,0.28125433329995114,0.0,0.0,0.2,0.0,1.0,identity,0.0,0.2,0,0
aider-polyglot/polyglot_go_say,25,1,0.038461538461538464,0.88,0.2592296279363144,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.2592296279363144,0,0
aider-polyglot/polyglot_go_scale-generator,25,1,0.038461538461538464,0.632,0.37812167353908716,0.8,0.4,1.0,0.0,1.0,identity,0.8,0.6,0,0
aider-polyglot/polyglot_go_simple-linked-list,26,0,0.0,0.4230769230769231,0.3974028108642919,0.4,0.0,0.8,0.0,1.0,identity,0.4,0.8,0,0
aider-polyglot/polyglot_go_sublist,25,1,0.038461538461538464,0.376,0.37659527347007427,0.2,0.0,0.6,0.0,1.0,identity,0.2,0.6,0,0
aider-polyglot/polyglot_go_transpose,25,1,0.038461538461538464,0.5760000000000001,0.4245279731654911,0.8,0.0,1.0,0.0,1.0,identity,0.8,1.0,0,0
aider-polyglot/polyglot_go_tree-building,25,1,0.038461538461538464,0.64,0.4233202097703345,0.8,0.0,1.0,0.0,1.0,identity,0.8,1.0,0,0
aider-polyglot/polyglot_go_trinary,25,1,0.038461538461538464,0.04,0.13856406460551018,0.0,0.0,0.0,0.0,0.6,identity,0.0,0.13856406460551018,0,0
aider-polyglot/polyglot_go_two-bucket,25,1,0.038461538461538464,0.64,0.38366652186501754,0.8,0.4,1.0,0.0,1.0,identity,0.8,0.6,0,0
aider-polyglot/polyglot_go_variable-length-quantity,25,1,0.038461538461538464,0.736,0.31353468707624677,0.8,0.6,1.0,0.0,1.0,identity,0.8,0.4,0,0
aider-polyglot/polyglot_go_word-search,26,0,0.0,0.27692307692307694,0.41538461538461535,0.0,0.0,0.7000000000000001,0.0,1.0,identity,0.0,0.7000000000000001,0,0
aider-polyglot/polyglot_go_wordy,25,1,0.038461538461538464,0.856,0.285769137591868,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_go_zebra-puzzle,25,1,0.038461538461538464,0.8079999999999999,0.29654004788561017,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_java_affine-cipher,25,1,0.038461538461538464,0.12,0.29393876913398137,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.29393876913398137,0,0
aider-polyglot/polyglot_java_all-your-base,25,1,0.038461538461538464,0.10400000000000001,0.22712111306525426,0.0,0.0,0.0,0.0,0.8,identity,0.0,0.22712111306525426,0,0
aider-polyglot/polyglot_java_alphametics,25,1,0.038461538461538464,0.14400000000000002,0.3225895224584952,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.3225895224584952,0,0
aider-polyglot/polyglot_java_bank-account,25,1,0.038461538461538464,0.072,0.17780888616714297,0.0,0.0,0.0,0.0,0.8,identity,0.0,0.17780888616714297,0,0
aider-polyglot/polyglot_java_book-store,26,0,0.0,0.7076923076923077,0.38121574441119593,1.0,0.6,1.0,0.0,1.0,identity,1.0,0.4,0,0
aider-polyglot/polyglot_java_bottle-song,25,1,0.038461538461538464,0.136,0.2574956310308973,0.0,0.0,0.2,0.0,1.0,identity,0.0,0.2,0,0
aider-polyglot/polyglot_java_bowling,25,1,0.038461538461538464,0.04,0.16,0.0,0.0,0.0,0.0,0.8,identity,0.0,0.16,0,0
aider-polyglot/polyglot_java_change,25,1,0.038461538461538464,0.21600000000000003,0.3748919844435194,0.0,0.0,0.4,0.0,1.0,identity,0.0,0.4,0,0
aider-polyglot/polyglot_java_circular-buffer,25,1,0.038461538461538464,0.2,0.33466401061363027,0.0,0.0,0.2,0.0,1.0,identity,0.0,0.2,0,0
aider-polyglot/polyglot_java_connect,25,1,0.038461538461538464,0.10400000000000001,0.18863721796082555,0.0,0.0,0.0,0.0,0.6,identity,0.0,0.18863721796082555,0,0
aider-polyglot/polyglot_java_custom-set,25,1,0.038461538461538464,0.09600000000000002,0.18863721796082555,0.0,0.0,0.0,0.0,0.6,identity,0.0,0.18863721796082555,0,0
aider-polyglot/polyglot_java_dominoes,25,1,0.038461538461538464,0.11199999999999999,0.2658119636133784,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.2658119636133784,0,0
aider-polyglot/polyglot_java_food-chain,25,1,0.038461538461538464,0.32799999999999996,0.37472122971617183,0.2,0.0,0.8,0.0,1.0,identity,0.2,0.8,0,0
aider-polyglot/polyglot_java_forth,25,1,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
aider-polyglot/polyglot_java_go-counting,25,1,0.038461538461538464,0.07999999999999999,0.21166010488516723,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.21166010488516723,0,0
aider-polyglot/polyglot_java_hangman,25,1,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
aider-polyglot/polyglot_java_house,25,1,0.038461538461538464,0.064,0.19365949499056326,0.0,0.0,0.0,0.0,0.8,identity,0.0,0.19365949499056326,0,0
aider-polyglot/polyglot_java_kindergarten-garden,25,1,0.038461538461538464,0.136,0.28688673723265773,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.28688673723265773,0,0
aider-polyglot/polyglot_java_ledger,25,1,0.038461538461538464,0.408,0.4471420355994279,0.0,0.0,1.0,0.0,1.0,identity,0.0,1.0,0,0
aider-polyglot/polyglot_java_mazy-mice,25,1,0.038461538461538464,0.272,0.3704267808892872,0.0,0.0,0.6,0.0,1.0,identity,0.0,0.6,0,0
aider-polyglot/polyglot_java_ocr-numbers,25,1,0.038461538461538464,0.08800000000000001,0.22683915006012523,0.0,0.0,0.0,0.0,0.8,identity,0.0,0.22683915006012523,0,0
aider-polyglot/polyglot_java_palindrome-products,26,0,0.0,0.16153846153846155,0.28833330483063563,0.0,0.0,0.2,0.0,1.0,identity,0.0,0.2,0,0
aider-polyglot/polyglot_java_phone-number,25,1,0.038461538461538464,0.008,0.03919183588453085,0.0,0.0,0.0,0.0,0.2,identity,0.0,0.03919183588453085,0,0
aider-polyglot/polyglot_java_pig-latin,25,1,0.038461538461538464,0.32,0.4525483399593904,0.0,0.0,1.0,0.0,1.0,identity,0.0,1.0,0,0
aider-polyglot/polyglot_java_poker,25,1,0.038461538461538464,0.35200000000000004,0.4090183369972549,0.0,0.0,0.6,0.0,1.0,identity,0.0,0.6,0,0
aider-polyglot/polyglot_java_pov,25,1,0.038461538461538464,0.248,0.3545363168985654,0.0,0.0,0.4,0.0,1.0,identity,0.0,0.4,0,0
aider-polyglot/polyglot_java_protein-translation,26,0,0.0,0.13846153846153847,0.3317516715822742,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.3317516715822742,0,0
aider-polyglot/polyglot_java_pythagorean-triplet,25,1,0.038461538461538464,0.31,0.4014971979976946,0.0,0.0,0.8,0.0,1.0,identity,0.0,0.8,0,0
aider-polyglot/polyglot_java_queen-attack,25,1,0.038461538461538464,0.064,0.19365949499056329,0.0,0.0,0.0,0.0,0.8,identity,0.0,0.19365949499056329,0,0
aider-polyglot/polyglot_java_rational-numbers,25,1,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
aider-polyglot/polyglot_java_react,25,1,0.038461538461538464,0.488,0.4769234739452442,0.6,0.0,1.0,0.0,1.0,identity,0.6,1.0,0,0
aider-polyglot/polyglot_java_resistor-color-trio,25,1,0.038461538461538464,0.368,0.4406540593254532,0.0,0.0,0.8,0.0,1.0,identity,0.0,0.8,0,0
aider-polyglot/polyglot_java_rest-api,25,1,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
aider-polyglot/polyglot_java_satellite,25,1,0.038461538461538464,0.016,0.0783836717690617,0.0,0.0,0.0,0.0,0.4,identity,0.0,0.0783836717690617,0,0
aider-polyglot/polyglot_java_series,25,1,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
aider-polyglot/polyglot_java_sgf-parsing,25,1,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
aider-polyglot/polyglot_java_simple-linked-list,25,1,0.038461538461538464,0.272,0.4228664091648804,0.0,0.0,0.8,0.0,1.0,identity,0.0,0.8,0,0
aider-polyglot/polyglot_java_state-of-tic-tac-toe,25,1,0.038461538461538464,0.008,0.03919183588453085,0.0,0.0,0.0,0.0,0.2,identity,0.0,0.03919183588453085,0,0
aider-polyglot/polyglot_java_transpose,25,1,0.038461538461538464,0.336,0.4222605830526927,0.0,0.0,0.8,0.0,1.0,identity,0.0,0.8,0,0
aider-polyglot/polyglot_java_tree-building,25,1,0.038461538461538464,0.43200000000000005,0.4442701880612743,0.4,0.0,1.0,0.0,1.0,identity,0.4,1.0,0,0
aider-polyglot/polyglot_java_twelve-days,25,1,0.038461538461538464,0.09600000000000002,0.20489997559785117,0.0,0.0,0.0,0.0,0.6,identity,0.0,0.20489997559785117,0,0
aider-polyglot/polyglot_java_two-bucket,25,1,0.038461538461538464,0.49599999999999994,0.48371892665059113,0.6,0.0,1.0,0.0,1.0,identity,0.6,1.0,0,0
aider-polyglot/polyglot_java_variable-length-quantity,25,1,0.038461538461538464,0.055999999999999994,0.17453939383417144,0.0,0.0,0.0,0.0,0.8,identity,0.0,0.17453939383417144,0,0
aider-polyglot/polyglot_java_word-search,25,1,0.038461538461538464,0.16,0.3046309242345563,0.0,0.0,0.2,0.0,1.0,identity,0.0,0.2,0,0
aider-polyglot/polyglot_java_wordy,25,1,0.038461538461538464,0.09600000000000002,0.2537400244344593,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.2537400244344593,0,0
aider-polyglot/polyglot_java_zebra-puzzle,25,1,0.038461538461538464,0.494,0.4792327200849291,0.75,0.0,1.0,0.0,1.0,identity,0.75,1.0,0,0
aider-polyglot/polyglot_java_zipper,25,1,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identity,0.0,1.0,0,0
aider-polyglot/polyglot_javascript_affine-cipher,25,1,0.038461538461538464,0.8160000000000001,0.29890466707631047,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_javascript_alphametics,25,1,0.038461538461538464,0.52,0.41952353926806063,0.6,0.0,1.0,0.0,1.0,identity,0.6,1.0,0,0
aider-polyglot/polyglot_javascript_beer-song,25,1,0.038461538461538464,0.35200000000000004,0.4011184363750936,0.0,0.0,0.6,0.0,1.0,identity,0.0,0.6,0,0
aider-polyglot/polyglot_javascript_binary,25,1,0.038461538461538464,0.8959999999999999,0.2473539973398449,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.2473539973398449,0,0
aider-polyglot/polyglot_javascript_book-store,25,1,0.038461538461538464,0.888,0.25972292929196683,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.25972292929196683,0,0
aider-polyglot/polyglot_javascript_bottle-song,25,1,0.038461538461538464,0.48599999999999993,0.414613072635198,0.4,0.0,1.0,0.0,1.0,identity,0.4,1.0,0,0
aider-polyglot/polyglot_javascript_bowling,25,1,0.038461538461538464,0.8640000000000001,0.28125433329995114,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_javascript_complex-numbers,25,1,0.038461538461538464,0.904,0.2473539973398449,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.2473539973398449,0,0
aider-polyglot/polyglot_javascript_connect,25,1,0.038461538461538464,0.5880000000000001,0.41791865237148723,0.8,0.0,1.0,0.0,1.0,identity,0.8,1.0,0,0
aider-polyglot/polyglot_javascript_food-chain,25,1,0.038461538461538464,0.462,0.40131782915788833,0.4,0.0,0.8,0.0,1.0,identity,0.4,0.8,0,0
aider-polyglot/polyglot_javascript_forth,25,1,0.038461538461538464,0.872,0.28777769197767916,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.28777769197767916,0,0
aider-polyglot/polyglot_javascript_go-counting,25,1,0.038461538461538464,0.308,0.37300938325999256,0.0,0.0,0.6,0.0,1.0,identity,0.0,0.6,0,0
aider-polyglot/polyglot_javascript_grade-school,25,1,0.038461538461538464,0.6679999999999999,0.376,0.8,0.4,1.0,0.0,1.0,identity,0.8,0.6,0,0
aider-polyglot/polyglot_javascript_grep,25,1,0.038461538461538464,0.696,0.4004797123450825,1.0,0.4,1.0,0.0,1.0,identity,1.0,0.6,0,0
aider-polyglot/polyglot_javascript_house,25,1,0.038461538461538464,0.35200000000000004,0.4167685208841954,0.0,0.0,0.8,0.0,1.0,identity,0.0,0.8,0,0
aider-polyglot/polyglot_javascript_killer-sudoku-helper,26,0,0.0,0.6769230769230767,0.3765304077083205,1.0,0.4,1.0,0.0,1.0,identity,1.0,0.6,0,0
aider-polyglot/polyglot_javascript_ledger,25,1,0.038461538461538464,0.91,0.1624807680927192,1.0,0.8,1.0,0.4,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_javascript_list-ops,25,1,0.038461538461538464,0.838,0.3253551905226041,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_javascript_meetup,25,1,0.038461538461538464,0.6260000000000001,0.4226393261399133,0.8,0.2,1.0,0.0,1.0,identity,0.8,0.8,0,0
aider-polyglot/polyglot_javascript_ocr-numbers,25,1,0.038461538461538464,0.752,0.2899931033662697,0.8,0.6,1.0,0.0,1.0,identity,0.8,0.4,0,0
aider-polyglot/polyglot_javascript_palindrome-products,26,0,0.0,0.6461538461538461,0.4307692307692308,1.0,0.1,1.0,0.0,1.0,identity,1.0,0.9,0,0
aider-polyglot/polyglot_javascript_parallel-letter-frequency,25,1,0.038461538461538464,0.7440000000000001,0.29131426329653,0.8,0.6,1.0,0.0,1.0,identity,0.8,0.4,0,0
aider-polyglot/polyglot_javascript_phone-number,25,1,0.038461538461538464,0.856,0.29131426329653,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_javascript_pig-latin,25,1,0.038461538461538464,0.856,0.3020993214159873,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_javascript_poker,26,0,0.0,0.8384615384615385,0.2149721324997249,1.0,0.8,1.0,0.2,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_javascript_promises,26,0,0.0,0.9538461538461539,0.12779421327566268,1.0,1.0,1.0,0.4,1.0,identity,1.0,0.12779421327566268,0,0
aider-polyglot/polyglot_javascript_queen-attack,25,1,0.038461538461538464,0.72,0.36660605559646725,1.0,0.4,1.0,0.0,1.0,identity,1.0,0.6,0,0
aider-polyglot/polyglot_javascript_rational-numbers,25,1,0.038461538461538464,0.84,0.30463092423455634,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_javascript_react,25,1,0.038461538461538464,0.88,0.2712931993250107,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.2712931993250107,0,0
aider-polyglot/polyglot_javascript_rectangles,26,0,0.0,0.8307692307692307,0.2642394467279641,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_javascript_resistor-color-trio,25,1,0.038461538461538464,0.08800000000000001,0.247095123383688,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.247095123383688,0,0
aider-polyglot/polyglot_javascript_rest-api,25,1,0.038461538461538464,0.68,0.4039801975344831,1.0,0.2,1.0,0.0,1.0,identity,1.0,0.8,0,0
aider-polyglot/polyglot_javascript_robot-name,25,1,0.038461538461538464,0.912,0.25348767228407776,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.25348767228407776,0,0
aider-polyglot/polyglot_javascript_say,25,1,0.038461538461538464,0.88,0.30463092423455634,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.30463092423455634,0,0
aider-polyglot/polyglot_javascript_scale-generator,25,1,0.038461538461538464,0.7759999999999999,0.3313970428353276,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_javascript_simple-linked-list,25,1,0.038461538461538464,0.88,0.282842712474619,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.282842712474619,0,0
aider-polyglot/polyglot_javascript_space-age,25,1,0.038461538461538464,0.694,0.4000799920015996,1.0,0.4,1.0,0.0,1.0,identity,1.0,0.6,0,0
aider-polyglot/polyglot_javascript_state-of-tic-tac-toe,25,1,0.038461538461538464,0.5920000000000001,0.38149180856212367,0.8,0.2,1.0,0.0,1.0,identity,0.8,0.8,0,0
aider-polyglot/polyglot_javascript_sum-of-multiples,25,1,0.038461538461538464,0.552,0.424377190715995,0.6,0.2,1.0,0.0,1.0,identity,0.6,0.8,0,0
aider-polyglot/polyglot_javascript_tournament,25,1,0.038461538461538464,0.816,0.28238980151556464,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_javascript_transpose,25,1,0.038461538461538464,0.456,0.43274010676155267,0.6,0.0,1.0,0.0,1.0,identity,0.6,1.0,0,0
aider-polyglot/polyglot_javascript_triangle,25,1,0.038461538461538464,0.904,0.26605262637305427,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.26605262637305427,0,0
aider-polyglot/polyglot_javascript_twelve-days,25,1,0.038461538461538464,0.096,0.24735399733984492,0.0,0.0,0.0,0.0,1.0,identity,0.0,0.24735399733984492,0,0
aider-polyglot/polyglot_javascript_two-bucket,26,0,0.0,0.8615384615384616,0.28158469565727884,1.0,0.8500000000000001,1.0,0.0,1.0,identity,1.0,0.1499999999999999,0,0
aider-polyglot/polyglot_javascript_variable-length-quantity,25,1,0.038461538461538464,0.816,0.33428131865241884,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_javascript_word-search,25,1,0.038461538461538464,0.872,0.2821630734167743,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.2821630734167743,0,0
aider-polyglot/polyglot_javascript_wordy,25,1,0.038461538461538464,0.872,0.304,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.304,0,0
aider-polyglot/polyglot_javascript_zebra-puzzle,25,1,0.038461538461538464,0.8039999999999999,0.32555183919001285,1.0,0.8,1.0,0.0,1.0,identity,1.0,0.19999999999999996,0,0
aider-polyglot/polyglot_javascript_zipper,25,1,0.038461538461538464,0.88,0.30463092423455634,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.30463092423455634,0,0
aider-polyglot/polyglot_python_affine-cipher,25,1,0.038461538461538464,0.856,0.3225895224584952,1.0,1.0,1.0,0.0,1.0,identity,1.0,0.3225895224584952,0,0
aider-polyglot/polyglot_python_beer-song,25,1,0.038461538461538464,0.5599999999999999,0.41182520563948,0.8,0.2,1.0,0.0,1.0,identity,0.8,0.8,0,0
aider-polyglot/polyglot_python_book-store,25,1,0.038461538461538464,0.298,0.37107411658589173,0.0,0.0,0.4,0.0,1.0,identity,0.0,0.4,0,0
