rank,holdout_cells,rmse,mae
16,3790,87.62020239486223,3.359262397774947
20,3790,87.7007357183802,3.1751393596185276
10,3790,88.04328052613722,3.483008628676994
12,3790,88.22299083857583,3.6303300150511344
8,3790,91.75171871122026,3.862797875754257
6,3790,117.69435393046906,4.535950223567303
4,3790,155.11662264710012,6.080682335983259
2,3790,3654.472524660944,62.17503280967297
