benchmark,task_column,task_id,task_predictability_proxy_max_abs_peer_spearman,task_unpredictability_score,observed_count,difficulty_tier,observed_mean,observed_std
featurebench-modal,featurebench-modal/pandas-dev__pandas.82fa2715.test_concat.ebe5de39.lv1,pandas-dev__pandas.82fa2715.test_concat.ebe5de39.lv1,0.820168165128475,0.179831834871525,26,medium,0.3378205,0.43529039569369443
labbench,labbench/figqa-0031,figqa-0031,0.8201971795700599,0.1798028204299401,13,hard,0.2923076923076924,0.34743353201957583
gaia,gaia/0b260a57-3f3a-4405-9f29-6d7a1012dbfb,0b260a57-3f3a-4405-9f29-6d7a1012dbfb,0.820522566944464,0.17947743305553598,20,hard,0.06999999999999999,0.21236760581595304
mmmlu,mmmlu/mmmlu-id-id-00075,mmmlu-id-id-00075,0.8205905934557977,0.17940940654420234,19,hard,0.254385947368421,0.37216146006078615
mmmlu,mmmlu/mmmlu-es-la-00045,mmmlu-es-la-00045,0.8205905934557977,0.17940940654420234,18,hard,0.27222227777777774,0.36586618936235954
gpqa-diamond,gpqa-diamond/186,186,0.8207556331335384,0.1792443668664616,13,medium,0.39230769230769236,0.43405341475895026
aider-polyglot,aider-polyglot/polyglot_python_transpose,polyglot_python_transpose,0.8208732855036962,0.1791267144963038,26,medium,0.5076923076923077,0.44108526728712155
replicationbench,replicationbench/hubble_trails__satellite_chance_post2020_acis,hubble_trails__satellite_chance_post2020_acis,0.8209398796255406,0.1790601203744594,15,hard,0.27999999999999997,0.34097898273451793
gpqa-diamond,gpqa-diamond/147,147,0.821225887140413,0.178774112859587,12,medium,0.3416666666666666,0.41323587560724795
reasoning-gym,reasoning-gym/reasoning-gym-algebra-simple-integration-hard0292e21f-seed45-0,reasoning-gym-algebra-simple-integration-hard0292e21f-seed45-0,0.8213180261662825,0.17868197383371753,20,easy,0.9400000000000001,0.12806248474865697
gaia,gaia/87c610df-bef7-4932-b950-1d83ef4e282b,87c610df-bef7-4932-b950-1d83ef4e282b,0.8214885863663999,0.17851141363360012,20,easy,0.74,0.3039736830714133
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_modeling_vitpose.30ffd86e.lv2,huggingface__transformers.e2e8dbed.test_modeling_vitpose.30ffd86e.lv2,0.822518987988948,0.17748101201105204,26,hard,0.13653846153846153,0.3080826850512738
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-rotate-matrix-hard0292e21f-seed45-1,reasoning-gym-algorithmic-rotate-matrix-hard0292e21f-seed45-1,0.8230331799352573,0.17696682006474274,20,easy,0.76,0.28
mmmlu,mmmlu/mmmlu-fr-fr-00059,mmmlu-fr-fr-00059,0.8230633180381228,0.17693668196187717,16,easy,0.921875,0.21137108216357317
swebench-verified,swebench-verified/sympy__sympy-17139,sympy__sympy-17139,0.8234958014714006,0.17650419852859944,20,easy,0.7699999999999999,0.3179622619116929
aider-polyglot,aider-polyglot/polyglot_go_variable-length-quantity,polyglot_go_variable-length-quantity,0.8246861005629409,0.1753138994370591,25,easy,0.736,0.31353468707624677
featurebench-modal,featurebench-modal/pandas-dev__pandas.82fa2715.test_merge_antijoin.921feefe.lv1,pandas-dev__pandas.82fa2715.test_merge_antijoin.921feefe.lv1,0.8253514351264961,0.1746485648735039,26,hard,0.22115384615384615,0.3828468957195946
mmmlu,mmmlu/mmmlu-ko-kr-00108,mmmlu-ko-kr-00108,0.8254445775607179,0.17455542243928213,20,medium,0.625,0.4366062299143245
featurebench-modal,featurebench-modal/lightning-ai__pytorch-lightning.126fa6f1.test_fsdp_integration.61c07610.lv2,lightning-ai__pytorch-lightning.126fa6f1.test_fsdp_integration.61c07610.lv2,0.8257553344917266,0.17424466550827344,26,medium,0.6653846153846155,0.416202897720578
swebench-multilingual,swebench-multilingual/fluent__fluentd-3640,fluent__fluentd-3640,0.8257713571040545,0.17422864289594553,13,hard,0.24615384615384617,0.3671415250394377
featurebench-modal,featurebench-modal/mlflow__mlflow.93dab383.test_trace_manager.bb95fbcd.lv1,mlflow__mlflow.93dab383.test_trace_manager.bb95fbcd.lv1,0.8260036930862852,0.17399630691371482,25,medium,0.312,0.41982853642886164
medagentbench,medagentbench/task2_8,task2_8,0.8260161986589137,0.17398380134108626,20,easy,0.7700000000000001,0.2917190429162964
gaia,gaia/9e1fc53b-46ff-49a1-9d05-9e6faac34cc5,9e1fc53b-46ff-49a1-9d05-9e6faac34cc5,0.8260682324367875,0.1739317675632125,20,medium,0.37000000000000005,0.39127995093027707
replicationbench,replicationbench/galaxy_manifold__transformation_matrix,galaxy_manifold__transformation_matrix,0.8261404973661565,0.17385950263384353,15,hard,0.15333333333333335,0.16679994670929074
aider-polyglot,aider-polyglot/polyglot_go_bottle-song,polyglot_go_bottle-song,0.826281299553614,0.17371870044638604,25,medium,0.5459999999999999,0.3924079509897831
livecodebench,livecodebench/abc343_a,abc343_a,0.8262866302957738,0.17371336970422624,15,medium,0.30666666666666664,0.3335998934185814
swebench-multilingual,swebench-multilingual/sharkdp__bat-2260,sharkdp__bat-2260,0.8268594259196559,0.1731405740803441,13,medium,0.35897438461538467,0.46153847863248687
replicationbench,replicationbench/astm3__spectra_classification_accuracy_limited_data_10_percent,astm3__spectra_classification_accuracy_limited_data_10_percent,0.826954670601296,0.17304532939870398,15,hard,0.10333333333333332,0.19189117286165672
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-spiral-matrix-hard0292e21f-seed45-2,reasoning-gym-algorithmic-spiral-matrix-hard0292e21f-seed45-2,0.8273666121304386,0.1726333878695614,20,medium,0.65666665,0.3554496521621979
mmau,mmau/9593f394-dcac-4d88-a37d-0468f8b0152c,9593f394-dcac-4d88-a37d-0468f8b0152c,0.8274385334933478,0.17256146650665216,20,medium,0.5575,0.34830841218667113
crustbench,crustbench/crustbench-blt,crustbench-blt,0.8291671058828187,0.17083289411718128,22,medium,0.5909090909090909,0.4198582995911087
bfcl,bfcl/bfcl-simple-python-325,bfcl-simple-python-325,0.8292849321087362,0.17071506789126378,26,easy,0.9384615384615385,0.13323467750529824
crustbench,crustbench/crustbench-hamta,crustbench-hamta,0.8294974124353918,0.17050258756460823,22,medium,0.3030303181818182,0.363333222129542
mmmlu,mmmlu/mmmlu-hi-in-00065,mmmlu-hi-in-00065,0.8300485855254757,0.16995141447452433,20,hard,0.075,0.23848480035423641
mmmlu,mmmlu/mmmlu-ko-kr-00105,mmmlu-ko-kr-00105,0.8300485855254757,0.16995141447452433,20,hard,0.07916665,0.19978284704205088
gaia,gaia/4fc2f1ae-8625-45b5-ab34-ad4433bc21f8,4fc2f1ae-8625-45b5-ab34-ad4433bc21f8,0.8311484018014567,0.16885159819854334,20,medium,0.62,0.38935844667863573
labbench,labbench/figqa-0033,figqa-0033,0.8322621418436309,0.1677378581563691,13,easy,0.8307692307692308,0.2583516249807179
gaia,gaia/0a3cd321-3e76-4622-911b-0fda2e5d6b1a,0a3cd321-3e76-4622-911b-0fda2e5d6b1a,0.8323304698826788,0.16766953011732122,20,medium,0.42750000000000005,0.35123887882750116
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_modeling_vitmatte.2d342386.lv1,huggingface__transformers.e2e8dbed.test_modeling_vitmatte.2d342386.lv1,0.8328179033336653,0.16718209666633466,26,frontier,0.03974357692307692,0.11767663308280714
crustbench,crustbench/crustbench-libpsbt,crustbench-libpsbt,0.8333593700223935,0.16664062997760654,22,medium,0.45454545454545453,0.40979736980307796
bfcl,bfcl/bfcl-simple-python-87,bfcl-simple-python-87,0.8336121673800617,0.16638783261993828,26,saturated,0.9538461538461539,0.13931361750980642
bfcl,bfcl/bfcl-simple-python-169,bfcl-simple-python-169,0.8336121673800617,0.16638783261993828,26,saturated,0.9538461538461538,0.10088366960464615
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-manipulate-matrix-hard0292e21f-seed45-2,reasoning-gym-algorithmic-manipulate-matrix-hard0292e21f-seed45-2,0.8339551204983041,0.16604487950169589,20,medium,0.5832931499999999,0.3662712869616283
mmmlu,mmmlu/mmmlu-ar-xy-00006,mmmlu-ar-xy-00006,0.834038425887291,0.16596157411270895,18,easy,0.9444444444444444,0.15713484026367724
bfcl,bfcl/bfcl-live-multiple-717-165-4,bfcl-live-multiple-717-165-4,0.8344077300844857,0.16559226991551435,26,hard,0.25384615384615383,0.3488781683214944
bfcl,bfcl/bfcl-live-multiple-733-167-4,bfcl-live-multiple-733-167-4,0.8344077300844857,0.16559226991551435,26,hard,0.2692307692307692,0.3677051816220652
bfcl,bfcl/bfcl-live-irrelevance-778-287-0,bfcl-live-irrelevance-778-287-0,0.8346365323285488,0.16536346767145116,26,easy,0.9384615384615385,0.13323467750529824
labbench,labbench/figqa-0028,figqa-0028,0.8349104201592282,0.16508957984077177,20,hard,0.16999999999999998,0.30512292604784713
swtbench,swtbench/sphinx-doc__sphinx-8721,sphinx-doc__sphinx-8721,0.8353562294143928,0.1646437705856072,12,hard,0.11666666666666668,0.19075871903765995
labbench,labbench/figqa-0063,figqa-0063,0.8354162226966525,0.1645837773033475,13,hard,0.2461538461538462,0.28451141552164505
gaia,gaia/a56f1527-3abf-41d6-91f8-7296d6336c3f,a56f1527-3abf-41d6-91f8-7296d6336c3f,0.8362612718180364,0.16373872818196356,20,medium,0.51,0.42649736224272244
seal0,seal0/38,38,0.8364202660583522,0.16357973394164782,26,medium,0.5717948846153845,0.34102564459225587
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-leg-counting-hard0292e21f-seed45-2,reasoning-gym-arithmetic-leg-counting-hard0292e21f-seed45-2,0.8364498524851834,0.16355014751481656,20,medium,0.47000000000000003,0.4439594576084623
featurebench-modal,featurebench-modal/pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv1,pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv1,0.837492516700814,0.16250748329918596,26,hard,0.12820511538461538,0.2803679277038446
aider-polyglot,aider-polyglot/polyglot_javascript_affine-cipher,polyglot_javascript_affine-cipher,0.8375367694589847,0.1624632305410153,25,easy,0.8160000000000001,0.29890466707631047
simpleqa,simpleqa/simpleqa-268,simpleqa-268,0.837854732212008,0.162145267787992,20,easy,0.8600000000000001,0.2615339366124404
lawbench,lawbench/lawbench-3-1-8-one-shot,lawbench-3-1-8-one-shot,0.8380714853085371,0.16192851469146285,20,medium,0.6518717,0.24832379112120936
medagentbench,medagentbench/task1_28,task1_28,0.8385124659786237,0.16148753402137628,20,medium,0.65,0.3570714214271425
gaia,gaia/b816bfce-3d80-4913-a07d-69b752ce6377,b816bfce-3d80-4913-a07d-69b752ce6377,0.8387266319245997,0.16127336807540027,20,medium,0.5775,0.382908278834501
simpleqa,simpleqa/simpleqa-1807,simpleqa-1807,0.8387355299938578,0.1612644700061422,20,medium,0.59,0.37669616403674727
simpleqa,simpleqa/simpleqa-173,simpleqa-173,0.8387969184663433,0.1612030815336567,20,easy,0.8,0.30331501776206204
gpqa-diamond,gpqa-diamond/113,113,0.8388471604872806,0.16115283951271941,15,medium,0.36000000000000004,0.41440720714453466
labbench,labbench/figqa-0094,figqa-0094,0.8389698268214545,0.1610301731785455,20,medium,0.30999999999999994,0.40236799077461416
labbench,labbench/figqa-0154,figqa-0154,0.8389698268214545,0.1610301731785455,20,medium,0.33,0.3421987726453735
mmmlu,mmmlu/mmmlu-fr-fr-00051,mmmlu-fr-fr-00051,0.8389943578427825,0.16100564215721747,19,hard,0.20175442105263156,0.3528454034445227
swebench-multilingual,swebench-multilingual/projectlombok__lombok-3674,projectlombok__lombok-3674,0.8397874268457985,0.16021257315420145,12,hard,0.10416666666666667,0.27873100333874273
labbench,labbench/figqa-0086,figqa-0086,0.839980197887405,0.16001980211259503,13,hard,0.26153846153846155,0.2527950265408459
mmmlu,mmmlu/mmmlu-de-de-00021,mmmlu-de-de-00021,0.8402938060652055,0.15970619393479446,18,medium,0.3055555555555556,0.37781862524265125
featurebench-modal,featurebench-modal/sphinx-doc__sphinx.e347e59c.test_ext_napoleon_docstring.50dabe1f.lv1,sphinx-doc__sphinx.e347e59c.test_ext_napoleon_docstring.50dabe1f.lv1,0.8403591991604369,0.1596408008395631,26,hard,0.14871796153846153,0.33451469179538296
featurebench-modal,featurebench-modal/sphinx-doc__sphinx.e347e59c.test_domain_c.4068b9e8.lv1,sphinx-doc__sphinx.e347e59c.test_domain_c.4068b9e8.lv1,0.8403591991604369,0.1596408008395631,26,hard,0.18333334615384617,0.32228486430592396
gpqa-diamond,gpqa-diamond/180,180,0.8405660739223241,0.15943392607767592,13,medium,0.6384615384615384,0.3952379254973886
gaia,gaia/6f37996b-2ac7-44b0-8e68-6d28256631b4,6f37996b-2ac7-44b0-8e68-6d28256631b4,0.8408604613761048,0.15913953862389518,20,hard,0.29999999999999993,0.3974921382870358
labbench,labbench/figqa-0092,figqa-0092,0.8410590930792216,0.15894090692077845,13,medium,0.38461538461538464,0.387985237320569
gaia,gaia/5b2a14e8-6e59-479c-80e3-4696e8980152,5b2a14e8-6e59-479c-80e3-4696e8980152,0.8413664249804372,0.15863357501956277,20,medium,0.31750000000000006,0.3511676949834651
crustbench,crustbench/crustbench-recordmanager,crustbench-recordmanager,0.8414120197288459,0.15858798027115406,21,medium,0.42142857142857143,0.39838107760434266
gaia,gaia/08cae58d-4084-4616-b6dd-dd6534e4825b,08cae58d-4084-4616-b6dd-dd6534e4825b,0.8415662556345401,0.15843374436545987,20,hard,0.2575,0.278960122598195
bfcl,bfcl/bfcl-live-irrelevance-698-227-1,bfcl-live-irrelevance-698-227-1,0.8419364754048401,0.15806352459515993,26,hard,0.12307692307692307,0.2606319130168833
bfcl,bfcl/bfcl-live-irrelevance-511-151-0,bfcl-live-irrelevance-511-151-0,0.8419364754048401,0.15806352459515993,26,hard,0.1769230769230769,0.30039421830410207
labbench,labbench/figqa-0153,figqa-0153,0.8420061399500341,0.15799386004996585,13,medium,0.5076923076923077,0.3812157444111959
swebench-multilingual,swebench-multilingual/caddyserver__caddy-6411,caddyserver__caddy-6411,0.8420978199718837,0.1579021800281163,13,hard,0.23076923076923078,0.4213250442347432
labbench,labbench/figqa-0110,figqa-0110,0.8421910146413202,0.15780898535867982,13,medium,0.3692307692307693,0.3122735866182221
labbench,labbench/figqa-0079,figqa-0079,0.8421910146413202,0.15780898535867982,13,hard,0.27692307692307694,0.29911110915728584
gaia,gaia/983bba7c-c092-455f-b6c9-7857003d48fc,983bba7c-c092-455f-b6c9-7857003d48fc,0.8429636508254668,0.15703634917453324,20,medium,0.32666665,0.3533333330188754
swtbench,swtbench/django__django-14855,django__django-14855,0.8430448233194261,0.1569551766805739,12,medium,0.5111110833333333,0.26712924693471835
swtbench,swtbench/matplotlib__matplotlib-24870,matplotlib__matplotlib-24870,0.8430448233194261,0.1569551766805739,12,medium,0.36666666666666664,0.2924988129130707
seal0,seal0/105,105,0.8431839653162745,0.1568160346837255,26,medium,0.6192307692307693,0.35870411072812425
seal0,seal0/78,78,0.8431839653162745,0.1568160346837255,26,easy,0.7384615384615384,0.34090030471015903
featurebench-modal,featurebench-modal/sphinx-doc__sphinx.e347e59c.test_command_line.039d53a2.lv1,sphinx-doc__sphinx.e347e59c.test_command_line.039d53a2.lv1,0.8433223959208284,0.15667760407917164,26,medium,0.4352564230769231,0.46991377643286636
gaia,gaia/08c0b6e9-1b43-4c2e-ae55-4e3fce2c2715,08c0b6e9-1b43-4c2e-ae55-4e3fce2c2715,0.84346798324665,0.15653201675335005,20,medium,0.31,0.3254228019054596
seal0,seal0/69,69,0.8437080894705988,0.15629191052940117,26,frontier,0.038461538461538464,0.15708136812817028
seal0,seal0/34,34,0.8437080894705988,0.15629191052940117,25,hard,0.10400000000000001,0.2537400244344593
seal0,seal0/59,59,0.8437261459224478,0.15627385407755223,26,hard,0.16153846153846152,0.3039191733098217
seal0,seal0/57,57,0.8437261459224478,0.15627385407755223,26,hard,0.2685897307692308,0.3662680480482059
replicationbench,replicationbench/gw_nsbh__mass_gap_constraint,gw_nsbh__mass_gap_constraint,0.8438079247366714,0.15619207526332857,15,hard,0.28,0.39866443700602805
swebench-multilingual,swebench-multilingual/immutable-js__immutable-js-2005,immutable-js__immutable-js-2005,0.8438805696637078,0.15611943033629216,13,medium,0.46153846153846156,0.49851851526214314
swebench-multilingual,swebench-multilingual/caddyserver__caddy-4774,caddyserver__caddy-4774,0.8438805696637078,0.15611943033629216,13,hard,0.27948715384615386,0.3908217171494806
kumo,kumo/motifanalysisenv-t4-a6-v1-s1,motifanalysisenv-t4-a6-v1-s1,0.8441065329447122,0.15589346705528784,17,easy,0.9313725294117647,0.16966740538654462
medagentbench,medagentbench/task7_13,task7_13,0.8442009872254425,0.15579901277455754,20,frontier,0.030000000000000006,0.09539392014169457
bixbench,bixbench/bix-35-q4,bix-35-q4,0.8449685153428452,0.15503148465715477,18,easy,0.8444444444444444,0.26666668981483693
mmmlu,mmmlu/mmmlu-hi-in-00064,mmmlu-hi-in-00064,0.84498016940347,0.15501983059653002,19,easy,0.872807,0.29908296359635556
seal0,seal0/32,32,0.8457136255821374,0.15428637441786264,26,medium,0.5525641153846154,0.4033961713239163
seal0,seal0/93,93,0.8457136255821374,0.15428637441786264,26,easy,0.7032051153846155,0.3172403600407653
gpqa-diamond,gpqa-diamond/121,121,0.8462650605905911,0.15373493940940886,13,medium,0.4115384615384616,0.3669803212885096
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_processing_wav2vec2.4f660c78.lv1,huggingface__transformers.e2e8dbed.test_processing_wav2vec2.4f660c78.lv1,0.8467417825620818,0.15325821743791823,25,hard,0.27399999999999997,0.3860362677262332
bfcl,bfcl/bfcl-multiple-16,bfcl-multiple-16,0.8469895538599188,0.1530104461400812,26,saturated,0.9692307692307692,0.07216024245882198
medagentbench,medagentbench/task1_27,task1_27,0.8477328041704225,0.15226719582957748,20,medium,0.6399999999999999,0.32619012860600183
mmmlu,mmmlu/mmmlu-ko-kr-00103,mmmlu-ko-kr-00103,0.8477536776765743,0.15224632232342572,16,easy,0.770833375,0.38583872161465904
swebench-verified,swebench-verified/django__django-16100,django__django-16100,0.8477585665332251,0.15224143346677488,20,medium,0.6300000000000001,0.36482872693909396
mmau,mmau/1910e3db-5030-4255-8b0d-053542050037,1910e3db-5030-4255-8b0d-053542050037,0.8478118215826546,0.15218817841734544,20,easy,0.85666665,0.30278341305663936
simpleqa,simpleqa/simpleqa-3515,simpleqa-3515,0.8480944355512305,0.15190556444876946,20,medium,0.5800000000000001,0.40447496832313373
gpqa-diamond,gpqa-diamond/54,54,0.8483047645717453,0.1516952354282547,12,saturated,0.9500000000000002,0.08660254037844385
aider-polyglot,aider-polyglot/polyglot_go_book-store,polyglot_go_book-store,0.8485145905099645,0.15148540949003553,25,medium,0.68,0.35777087639996635
gpqa-diamond,gpqa-diamond/126,126,0.848578900342755,0.15142109965724504,13,medium,0.5923076923076924,0.3689101171779015
bixbench,bixbench/bix-29-q2,bix-29-q2,0.8487466866040779,0.15125331339592207,19,frontier,0.03859647368421053,0.09256770525084436
arc-agi-2,arc-agi-2/38007db0_0,38007db0_0,0.8487548576021654,0.1512451423978346,20,medium,0.30000000000000004,0.35496478698597694
featurebench-modal,featurebench-modal/sympy__sympy.c1097516.test_smtlib.69d52b90.lv1,sympy__sympy.c1097516.test_smtlib.69d52b90.lv1,0.8493896848637055,0.15061031513629453,25,hard,0.08,0.2039607805437114
mmmlu,mmmlu/mmmlu-ko-kr-00101,mmmlu-ko-kr-00101,0.8495177223891197,0.1504822776108803,17,hard,0.17647058823529413,0.3812200410828153
gaia,gaia/da52d699-e8d2-4dc5-9191-a2199e0b6a9b,da52d699-e8d2-4dc5-9191-a2199e0b6a9b,0.8495822671200575,0.15041773287994253,20,medium,0.56,0.349857113690718
reasoning-gym,reasoning-gym/reasoning-gym-games-sokoban-hard0292e21f-seed45-0,reasoning-gym-games-sokoban-hard0292e21f-seed45-0,0.8496149036380598,0.1503850963619402,20,hard,0.22333335,0.2652252989860272
mmau,mmau/70c271b0-0a05-4e68-929a-4d0c1c393044,70c271b0-0a05-4e68-929a-4d0c1c393044,0.8496700415734424,0.1503299584265576,20,hard,0.12916665,0.2819512741099559
aider-polyglot,aider-polyglot/polyglot_java_bank-account,polyglot_java_bank-account,0.8499650883337841,0.15003491166621585,25,hard,0.072,0.17780888616714297
simpleqa,simpleqa/simpleqa-1249,simpleqa-1249,0.8499925187227542,0.15000748127724584,20,easy,0.76,0.3382306905057552
bfcl,bfcl/bfcl-multiple-150,bfcl-multiple-150,0.8506397826736704,0.14936021732632965,26,saturated,0.9692307692307692,0.0910166120476864
bfcl,bfcl/bfcl-live-multiple-179-75-1,bfcl-live-multiple-179-75-1,0.8506397826736707,0.14936021732632931,26,saturated,0.9538461538461539,0.10088366960464616
aider-polyglot,aider-polyglot/polyglot_java_bowling,polyglot_java_bowling,0.8508982087256575,0.14910179127434253,25,frontier,0.04,0.16
gaia,gaia/cca530fc-4052-43b2-b130-b30968d8aa44,cca530fc-4052-43b2-b130-b30968d8aa44,0.8512521532810268,0.14874784671897323,26,hard,0.06153846153846154,0.17337581030130222
gaia,gaia/7a4a336d-dcfa-45a0-b014-824c7619e8de,7a4a336d-dcfa-45a0-b014-824c7619e8de,0.8512521532810268,0.14874784671897323,20,hard,0.06999999999999999,0.23043437243605822
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-chain-sum-hard0292e21f-seed45-2,reasoning-gym-arithmetic-chain-sum-hard0292e21f-seed45-2,0.8513400331554994,0.14865996684450056,20,easy,0.92333335,0.14027747225491163
labbench,labbench/figqa-0060,figqa-0060,0.8516086722033177,0.1483913277966823,13,medium,0.4,0.35948681370916685
replicationbench,replicationbench/gw_cosmo__modified_gravity,gw_cosmo__modified_gravity,0.8516969706494855,0.14830302935051454,15,easy,0.76,0.3592584956081995
replicationbench,replicationbench/gw_nsbh__mtov_spin_2,gw_nsbh__mtov_spin_2,0.8517529942244236,0.14824700577557637,20,medium,0.6300000000000001,0.36482872693909396
replicationbench,replicationbench/abacus__ewald_force_comparison,abacus__ewald_force_comparison,0.8517529942244236,0.14824700577557637,17,hard,0.29411764705882354,0.41226859924553483
labbench,labbench/figqa-0057,figqa-0057,0.8521534406604366,0.14784655933956337,13,medium,0.3076923076923077,0.3292451470620415
medagentbench,medagentbench/task2_1,task2_1,0.8526910300540093,0.14730896994599074,20,easy,0.8700000000000001,0.22158519806160337
labbench,labbench/figqa-0114,figqa-0114,0.8527426848533287,0.14725731514667129,13,hard,0.06153846153846154,0.12113858267710477
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__519420f6,oauthlib__oauthlib.1fd52536.combine_file__519420f6,0.8530641292499931,0.14693587075000691,17,medium,0.4588235294117647,0.29716072800741383
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__ivt14jmt,oauthlib__oauthlib.1fd52536.combine_file__ivt14jmt,0.8530641292499931,0.14693587075000691,17,easy,0.7803921764705882,0.2798362708535192
aider-polyglot,aider-polyglot/polyglot_javascript_ocr-numbers,polyglot_javascript_ocr-numbers,0.853261518394848,0.14673848160515202,25,easy,0.752,0.2899931033662697
gaia,gaia/16d825ff-1623-4176-a5b5-42e0f5c2b0ac,16d825ff-1623-4176-a5b5-42e0f5c2b0ac,0.8533078373187173,0.1466921626812827,20,hard,0.09,0.2211334438749598
gaia,gaia/c526d8d6-5987-4da9-b24c-83466fa172f3,c526d8d6-5987-4da9-b24c-83466fa172f3,0.8533078373187173,0.1466921626812827,20,hard,0.1,0.223606797749979
gpqa-diamond,gpqa-diamond/142,142,0.8533419598019104,0.1466580401980896,12,medium,0.45416666666666666,0.40694918465195246
gpqa-diamond,gpqa-diamond/97,97,0.8533419598019104,0.1466580401980896,13,medium,0.476923076923077,0.4335077785724729
aider-polyglot,aider-polyglot/polyglot_java_connect,polyglot_java_connect,0.8534776567553057,0.14652234324469426,25,hard,0.10400000000000001,0.18863721796082555
seal0,seal0/67,67,0.8537956702006131,0.1462043297993869,26,hard,0.055128192307692316,0.12435894567804652
seal0,seal0/109,109,0.8537956702006131,0.1462043297993869,26,frontier,0.028846153846153848,0.10576923076923075
labbench,labbench/figqa-0008,figqa-0008,0.8538183761209648,0.14618162387903522,13,hard,0.12307692307692307,0.2153846153846154
replicationbench,replicationbench/chandra_representation__2dae_embedding,chandra_representation__2dae_embedding,0.8540407149148511,0.14595928508514888,15,hard,0.062222200000000005,0.12988119091343955
replicationbench,replicationbench/galaxy_manifold__data_preparation,galaxy_manifold__data_preparation,0.8540407149148511,0.14595928508514888,20,hard,0.13999999999999999,0.2973213749463701
aider-polyglot,aider-polyglot/polyglot_javascript_promises,polyglot_javascript_promises,0.8544515991367269,0.14554840086327314,26,saturated,0.9538461538461539,0.12779421327566268
swe-lancer,swe-lancer/18207-manager-0,18207-manager-0,0.8546604956589748,0.14533950434102516,17,easy,0.8941176470588235,0.20713902190187072
swe-lancer,swe-lancer/14268-manager-0,14268-manager-0,0.8546604956589748,0.14533950434102516,18,easy,0.8666666666666667,0.2403700850309326
bixbench,bixbench/bix-51-q1,bix-51-q1,0.8547037239479558,0.1452962760520442,19,easy,0.7403508947368421,0.2996253069955865
gpqa-diamond,gpqa-diamond/80,80,0.8548217854902252,0.14517821450977475,13,easy,0.8153846153846155,0.2983187604563895
swebench-multilingual,swebench-multilingual/phpoffice__phpspreadsheet-4313,phpoffice__phpspreadsheet-4313,0.8548226551075333,0.1451773448924667,12,hard,0.26388891666666664,0.39357300940813555
simpleqa,simpleqa/simpleqa-1749,simpleqa-1749,0.8549828907182341,0.14501710928176592,20,frontier,0.02,0.060000000000000005
simpleqa,simpleqa/simpleqa-93,simpleqa-93,0.8549828907182341,0.14501710928176592,20,hard,0.15,0.2085665361461421
livecodebench,livecodebench/arc196_c,arc196_c,0.8555734131939202,0.14442658680607978,14,medium,0.3071428571428571,0.3895313772695994
livecodebench,livecodebench/arc196_a,arc196_a,0.8555734131939202,0.14442658680607978,14,medium,0.35000000000000003,0.411877235523957
labbench,labbench/figqa-0019,figqa-0019,0.8559670951289918,0.14403290487100817,13,hard,0.2923076923076923,0.31976322601271573
labbench,labbench/figqa-0116,figqa-0116,0.8560367732852742,0.14396322671472583,13,medium,0.44615384615384623,0.3053758960196801
gpqa-diamond,gpqa-diamond/118,118,0.8563953518125677,0.14360464818743235,14,medium,0.5285714285714286,0.3880879344916036
gpqa-diamond,gpqa-diamond/29,29,0.8563953518125677,0.14360464818743235,12,medium,0.3666666666666667,0.4229525846816507
featurebench-modal,featurebench-modal/sphinx-doc__sphinx.e347e59c.test_build_linkcheck.20428c8f.lv1,sphinx-doc__sphinx.e347e59c.test_build_linkcheck.20428c8f.lv1,0.8566866247040681,0.1433133752959319,26,frontier,0.04615384615384615,0.11760680654938965
reasoning-gym,reasoning-gym/reasoning-gym-logic-aiw-easy00cea0a5-seed45-0,reasoning-gym-logic-aiw-easy00cea0a5-seed45-0,0.8568734267852529,0.1431265732147471,20,medium,0.64333335,0.3719468311764835
mmmlu,mmmlu/mmmlu-es-la-00041,mmmlu-es-la-00041,0.8571481596634334,0.14285184033656662,20,hard,0.24166664999999998,0.3995657326676394
simpleqa,simpleqa/simpleqa-1705,simpleqa-1705,0.8574371472821022,0.14256285271789781,20,medium,0.7,0.34351128074635334
aider-polyglot,aider-polyglot/polyglot_rust_word-count,polyglot_rust_word-count,0.8577601245739349,0.1422398754260651,25,easy,0.84,0.2884441020371191
featurebench-modal,featurebench-modal/pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,pandas-dev__pandas.82fa2715.test_iceberg.85771c70.lv2,0.857869972509395,0.142130027490605,26,medium,0.6288461538461539,0.444663458939428
