benchmark,task_column,task_id,task_predictability_proxy_max_abs_peer_spearman,task_unpredictability_score,observed_count,difficulty_tier,task_score,observed_mean,observed_std
swebench-multilingual,swebench-multilingual/briannesbitt__carbon-3098,briannesbitt__carbon-3098,0.9981814375838062,0.0018185624161938252,13,medium,0.6213011524758743,0.6346153846153846,0.4452244962611625
featurebench-modal,featurebench-modal/mlflow__mlflow.93dab383.test_file_store_logged_model.a9596c54.lv1,mlflow__mlflow.93dab383.test_file_store_logged_model.a9596c54.lv1,0.9982294900445687,0.0017705099554312653,12,frontier,0.0464710391961996,0.0833333333333333,0.2763853991962833
kumo,kumo/spiceenv-t4-a6-v1-s0,spiceenv-t4-a6-v1-s0,0.9982332676777759,0.0017667323222241293,19,saturated,0.9794856677681094,0.9736842105263158,0.111648439134718
kumo,kumo/transdimensionalenv-t4-a6-v1-s1,transdimensionalenv-t4-a6-v1-s1,0.9982332676777759,0.0017667323222241293,20,saturated,0.9806200469200383,0.975,0.1089724735885168
swebench-multilingual,swebench-multilingual/apache__druid-15402,apache__druid-15402,0.9982478469790116,0.0017521530209884117,13,medium,0.6648688688253868,0.702564076923077,0.4237523969083944
swebench-multilingual,swebench-multilingual/fluent__fluentd-3631,fluent__fluentd-3631,0.9982726815503107,0.001727318449689319,13,medium,0.6438378314396199,0.6615384615384615,0.4532590726971149
swebench-multilingual,swebench-multilingual/astral-sh__ruff-15443,astral-sh__ruff-15443,0.9983111886458335,0.0016888113541665417,13,medium,0.6516240220043917,0.676923076923077,0.4543022480071815
swebench-multilingual,swebench-multilingual/micropython__micropython-13039,micropython__micropython-13039,0.9983543600996926,0.0016456399003074162,13,medium,0.6552141556876661,0.676923076923077,0.4543022480071816
humanevalfix,humanevalfix/python-16,python-16,0.9984053625271014,0.0015946374728985635,20,easy,0.945944544769821,0.93,0.212367605815953
humanevalfix,humanevalfix/python-99,python-99,0.9984053625271014,0.0015946374728985635,20,saturated,0.9613790361025524,0.95,0.1532970971675589
lawbench,lawbench/lawbench-2-3-2-zero-shot,lawbench-2-3-2-zero-shot,0.9985695750856084,0.0014304249143916037,12,medium,0.4858567122622987,0.5465982500000001,0.3911199329268294
mmau,mmau/b4180fa8-96a9-4211-8059-d03d65eb2f04,b4180fa8-96a9-4211-8059-d03d65eb2f04,0.9985718472562743,0.0014281527437256525,20,easy,0.9437662232365792,0.93,0.212367605815953
mmau,mmau/9b66a67f-d2a8-42df-a629-2d0035682fc7,9b66a67f-d2a8-42df-a629-2d0035682fc7,0.9985718472562743,0.0014281527437256525,20,saturated,0.9706010651603768,0.96333335,0.1105038516171608
swebench-multilingual,swebench-multilingual/facebook__docusaurus-10130,facebook__docusaurus-10130,0.9986055112179286,0.0013944887820713792,13,medium,0.6209940768529131,0.6410256153846153,0.4615384786324868
swebench-multilingual,swebench-multilingual/fmtlib__fmt-2317,fmtlib__fmt-2317,0.9986055112179286,0.0013944887820713792,13,medium,0.6308034460872751,0.6538461538461539,0.455083060238432
lawbench,lawbench/lawbench-2-3-10-zero-shot,lawbench-2-3-10-zero-shot,0.9988420348193254,0.0011579651806745694,12,medium,0.4781872148758374,0.5410119166666666,0.3902464248011458
lawbench,lawbench/lawbench-2-3-12-one-shot,lawbench-2-3-12-one-shot,0.9988420348193254,0.0011579651806745694,12,medium,0.4057141210001186,0.4580740833333332,0.3275553370446125
swebench-multilingual,swebench-multilingual/jqlang__jq-2658,jqlang__jq-2658,0.9989558794797613,0.0010441205202387227,12,medium,0.6581453313688466,0.6666666666666666,0.4714045207910317
swebench-multilingual,swebench-multilingual/uutils__coreutils-6682,uutils__coreutils-6682,0.9989705741010098,0.0010294258989902438,13,medium,0.6002409572533702,0.5769230769230769,0.4741856925360751
swebench-multilingual,swebench-multilingual/redis__redis-10068,redis__redis-10068,0.9989705741010098,0.0010294258989902438,13,medium,0.5905696953209362,0.5641025384615385,0.4783271432981689
mmmlu,mmmlu/mmmlu-bn-bd-00019,mmmlu-bn-bd-00019,0.999015138066311,0.000984861933688963,18,saturated,0.9646766779887762,0.9814815,0.0763537315280006
mmmlu,mmmlu/mmmlu-ja-jp-00092,mmmlu-ja-jp-00092,0.999015138066311,0.000984861933688963,16,easy,0.9166472931622528,0.953125,0.1815460943534726
lawbench,lawbench/lawbench-2-3-13-one-shot,lawbench-2-3-13-one-shot,0.9992412728587525,0.0007587271412474728,12,medium,0.419151217603858,0.4904734166666666,0.3532180751291045
lawbench,lawbench/lawbench-2-2-12-one-shot,lawbench-2-2-12-one-shot,0.9992412728587525,0.0007587271412474728,12,hard,0.2908865269280186,0.3433333333333333,0.2488752476420443
gpqa-diamond,gpqa-diamond/119,119,0.999245332505451,0.0007546674945489995,14,saturated,0.9913960605088342,0.9857142857142858,0.0515078753637712
kumo,kumo/circusactenv-t4-a6-v1-s1,circusactenv-t4-a6-v1-s1,0.9993423160013948,0.0006576839986052185,19,easy,0.9223004470082424,0.9473684210526316,0.223296878269436
kumo,kumo/rocketfuelenv-t4-a6-v1-s0,rocketfuelenv-t4-a6-v1-s0,0.9993423160013948,0.0006576839986052185,16,easy,0.9176006062978616,0.9375,0.2420614591379635
mmmlu,mmmlu/mmmlu-it-it-00089,mmmlu-it-it-00089,0.9995249368675633,0.00047506313243672604,18,saturated,0.960743338333089,0.9722222222222222,0.1145307118227128
aider-polyglot,aider-polyglot/polyglot_go_hexadecimal,polyglot_go_hexadecimal,0.9995351625425051,0.00046483745749492655,25,hard,0.05,0.052,0.1813725447800741
aider-polyglot,aider-polyglot/polyglot_go_trinary,polyglot_go_trinary,0.9995351625425051,0.00046483745749492655,25,frontier,0.0384615384615384,0.04,0.1385640646055101
mmmlu,mmmlu/mmmlu-de-de-00022,mmmlu-de-de-00022,0.9995605848962843,0.00043941510371570125,18,easy,0.947877013107618,0.9537037222222222,0.1338595185756759
mmmlu,mmmlu/mmmlu-ar-xy-00002,mmmlu-ar-xy-00002,0.9995605848962843,0.00043941510371570125,19,easy,0.9282780179124858,0.9385964736842104,0.1810506502339719
bixbench,bixbench/bix-45-q6,bix-45-q6,0.9995761708781713,0.00042382912182870047,19,hard,0.0561073015986392,0.0736842105263157,0.1969293361459969
bixbench,bixbench/bix-25-q1,bix-25-q1,0.9995761708781713,0.00042382912182870047,19,hard,0.0540896561250254,0.0710526315789473,0.1873048384134131
kumo,kumo/medicaloodenv-t4-a6-v1-s1,medicaloodenv-t4-a6-v1-s1,0.9995908982118422,0.0004091017881577841,18,saturated,0.978585349913864,0.9722222222222222,0.1145307118227128
kumo,kumo/neuroenv-t4-a6-v1-s0,neuroenv-t4-a6-v1-s0,0.9996456419694286,0.0003543580305713778,18,easy,0.890596067817632,0.9305555555555556,0.2328202029755584
kumo,kumo/politicalmanifestoenv-t4-a6-v1-s0,politicalmanifestoenv-t4-a6-v1-s0,0.9996456419694286,0.0003543580305713778,18,easy,0.8874318119214426,0.9259259444444444,0.2371527292898144
swebench-multilingual,swebench-multilingual/fluent__fluentd-3608,fluent__fluentd-3608,0.9996473999642433,0.0003526000357566561,13,medium,0.5859439808958338,0.6153846153846154,0.4452244962611625
swebench-multilingual,swebench-multilingual/gohugoio__hugo-12171,gohugoio__hugo-12171,0.9996473999642433,0.0003526000357566561,14,medium,0.588795465179656,0.6428571428571429,0.4403152859263555
swebench-multilingual,swebench-multilingual/valkey-io__valkey-1499,valkey-io__valkey-1499,0.9996547104139586,0.00034528958604140847,13,medium,0.6526352515744335,0.6730769230769231,0.4534548508673691
swebench-multilingual,swebench-multilingual/tokio-rs__tokio-6838,tokio-rs__tokio-6838,0.9996547104139586,0.00034528958604140847,13,medium,0.6477574944376021,0.6666666923076924,0.4529108136578469
swebench-multilingual,swebench-multilingual/laravel__framework-51890,laravel__framework-51890,0.9996803241186374,0.00031967588136261327,14,medium,0.6047826996597612,0.6428571428571429,0.4791574237499549
mmmlu,mmmlu/mmmlu-pt-br-00119,mmmlu-pt-br-00119,0.9997238884220596,0.00027611157794038554,19,easy,0.9303137504052438,0.9473684210526316,0.223296878269436
mmmlu,mmmlu/mmmlu-es-la-00044,mmmlu-es-la-00044,0.9997650851765881,0.0002349148234118692,19,saturated,0.9615890949130116,0.9789473684210528,0.0893187513077744
mmmlu,mmmlu/mmmlu-ja-jp-00097,mmmlu-ja-jp-00097,0.9997650851765881,0.0002349148234118692,18,saturated,0.975561419097891,0.9861111111111112,0.0572653559113564
kumo,kumo/geneticenv-t4-a6-v1-s0,geneticenv-t4-a6-v1-s0,0.9997925868863986,0.0002074131136013957,18,easy,0.919590050990461,0.9444444444444444,0.2290614236454256
gpqa-diamond,gpqa-diamond/82,82,0.9997936236185393,0.00020637638146070447,13,saturated,0.99151769292001,0.9846153846153848,0.0532938710021192
kumo,kumo/herbenv-t4-a6-v1-s0,herbenv-t4-a6-v1-s0,0.9998256490329757,0.00017435096702433928,16,saturated,0.9787582967117582,0.96875,0.1210307295689817
kumo,kumo/quantumenv-t4-a6-v1-s1,quantumenv-t4-a6-v1-s1,0.9998262855506587,0.0001737144493413334,17,saturated,0.9785163775099344,0.9705882352941176,0.1176470588235294
kumo,kumo/energyenv-t4-a6-v1-s0,energyenv-t4-a6-v1-s0,0.9998287352395804,0.00017126476041962047,18,saturated,0.9792308612208706,0.9722222222222222,0.1145307118227128
kumo,kumo/geneticenv-t4-a6-v1-s1,geneticenv-t4-a6-v1-s1,0.9998331629345499,0.00016683706545006505,18,easy,0.8872758892572281,0.9444444444444444,0.2290614236454256
kumo,kumo/historicalenv-t4-a6-v1-s1,historicalenv-t4-a6-v1-s1,0.9998331629345499,0.00016683706545006505,18,easy,0.8879083780386241,0.9444444444444444,0.2290614236454256
kumo,kumo/martialartsenv-t4-a6-v1-s0,martialartsenv-t4-a6-v1-s0,0.9998332825651084,0.00016671743489160562,19,easy,0.8995256564768881,0.9210526315789472,0.244042591986729
replicationbench,replicationbench/muse_outflows__outflow_energetics,muse_outflows__outflow_energetics,0.9998556306972989,0.00014436930270111947,14,hard,0.0975368723437587,0.1571428571428571,0.3223004049336708
replicationbench,replicationbench/disk_ridges__gaia_dr2_all,disk_ridges__gaia_dr2_all,0.9998556306972989,0.00014436930270111947,15,hard,0.0968074620433576,0.1466666666666666,0.3138293945583951
kumo,kumo/leadershipenv-t4-a6-v1-s1,leadershipenv-t4-a6-v1-s1,0.9998672964853769,0.00013270351462313368,17,saturated,0.988843866145114,0.9852941176470588,0.0588235294117647
mmmlu,mmmlu/mmmlu-it-it-00087,mmmlu-it-it-00087,0.9999441755117527,5.582448824725805e-05,18,saturated,0.9740980640030816,0.9814815,0.0763537315280006
mmmlu,mmmlu/mmmlu-fr-fr-00052,mmmlu-fr-fr-00052,0.9999441755117527,5.582448824725805e-05,17,saturated,0.9606770784776724,0.9705882352941176,0.1176470588235294
kumo,kumo/gadgetenv-t4-a6-v1-s1,gadgetenv-t4-a6-v1-s1,0.9999503774748018,4.962252519824517e-05,17,saturated,0.9780521741640296,0.9705882352941176,0.1176470588235294
kumo,kumo/coffeeenv-t4-a6-v1-s1,coffeeenv-t4-a6-v1-s1,0.9999503774748018,4.962252519824517e-05,18,saturated,0.9889883647929524,0.9861111111111112,0.0572653559113564
gpqa-diamond,gpqa-diamond/141,141,0.9999625147173532,3.748528264679862e-05,12,saturated,0.9894349006350284,0.9833333333333334,0.0552770798392566
replicationbench,replicationbench/galaxy_manifold__svd_analysis,galaxy_manifold__svd_analysis,0.9999745887940995,2.541120590049406e-05,15,frontier,0.0268868509351404,0.04,0.1496662954709576
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_modeling_mimi.3118abde.lv1,huggingface__transformers.e2e8dbed.test_modeling_mimi.3118abde.lv1,0.999985827308114,1.4172691885971922e-05,26,frontier,0.0192307692307692,0.0192307692307692,0.0961538461538461
featurebench-modal,featurebench-modal/mlflow__mlflow.93dab383.test_scorers.63dc8c7a.lv1,mlflow__mlflow.93dab383.test_scorers.63dc8c7a.lv1,0.999985827308114,1.4172691885971922e-05,25,frontier,0.0384615384615384,0.04,0.1959591794226542
kumo,kumo/malwareenv-t4-a6-v1-s0,malwareenv-t4-a6-v1-s0,0.9999947764263323,5.22357366772308e-06,19,saturated,0.9776976909447966,0.9736842105263158,0.111648439134718
kumo,kumo/cryptographyenv-t4-a6-v1-s0,cryptographyenv-t4-a6-v1-s0,0.9999947764263323,5.22357366772308e-06,18,saturated,0.9703191440021884,0.9629629444444444,0.1527076921174249
replicationbench,replicationbench/ver_waves__solar_height_from_gaia_dr2,ver_waves__solar_height_from_gaia_dr2,0.9999955121972126,4.487802787389583e-06,14,frontier,0.0115514853725337,0.0142857142857142,0.0515078753637712
kumo,kumo/coffeeenv-t4-a6-v1-s0,coffeeenv-t4-a6-v1-s0,0.9999961337452226,3.866254777440403e-06,19,saturated,0.9792396885243848,0.9736842105263158,0.111648439134718
kumo,kumo/geologicalenv-t4-a6-v1-s1,geologicalenv-t4-a6-v1-s1,0.9999979180882239,2.081911776086187e-06,18,saturated,0.9583655343795264,0.9444444444444444,0.2290614236454256
kumo,kumo/musicenv-t12-a16-v1-s1,musicenv-t12-a16-v1-s1,0.9999979180882239,2.081911776086187e-06,17,saturated,0.97914349745173,0.9705882352941176,0.1176470588235294
gpqa-diamond,gpqa-diamond/171,171,0.9999983248670657,1.675132934253476e-06,12,saturated,0.9892863457860918,0.9791666666666666,0.0690963497990708
gpqa-diamond,gpqa-diamond/184,184,0.9999983248670657,1.675132934253476e-06,13,saturated,0.99142893886944,0.9846153846153848,0.0532938710021192
kumo,kumo/nutritionenv-t4-a6-v1-s0,nutritionenv-t4-a6-v1-s0,0.9999983349597296,1.6650402704376788e-06,16,saturated,0.978643957813579,0.96875,0.1210307295689817
kumo,kumo/transdimensionalenv-t4-a6-v1-s0,transdimensionalenv-t4-a6-v1-s0,0.9999986865557596,1.313444240369499e-06,18,easy,0.8793411958851401,0.8888888888888888,0.3142696805273545
kumo,kumo/politicalmanifestoenv-t4-a6-v1-s1,politicalmanifestoenv-t4-a6-v1-s1,0.9999989699057318,1.0300942682173186e-06,19,saturated,0.9896385831361518,0.986842105263158,0.055824219567359
kumo,kumo/cuisineenv-t4-a6-v1-s0,cuisineenv-t4-a6-v1-s0,0.9999989797858841,1.020214115854401e-06,19,saturated,0.9862129827716192,0.9824561578947368,0.0744322183241859
kumo,kumo/mineralclassificationenv-t4-a6-v1-s0,mineralclassificationenv-t4-a6-v1-s0,0.9999989797858841,1.020214115854401e-06,18,saturated,0.9793195616193184,0.9722222222222222,0.1145307118227128
kumo,kumo/beverageenv-t4-a6-v1-s1,beverageenv-t4-a6-v1-s1,0.9999990838740166,9.16125983407845e-07,19,saturated,0.9597324346565806,0.9736842105263158,0.111648439134718
livecodebench,livecodebench/3163,3163,0.9999999985132527,1.4867472808433035e-09,16,saturated,0.9849516130097332,0.9791666875,0.0806870723588348
kumo,kumo/musicenv-t4-a6-v1-s1,musicenv-t4-a6-v1-s1,0.9999999999974183,2.581712621463339e-12,17,saturated,0.979031369883536,0.9705882352941176,0.1176470588235294
gpqa-diamond,gpqa-diamond/135,135,0.9999999999985766,1.4234169398719132e-12,13,saturated,0.9923076200773532,0.9846153846153848,0.0532938710021192
gpqa-diamond,gpqa-diamond/74,74,0.9999999999985766,1.4234169398719132e-12,13,saturated,0.99038453306499,0.9807692307692308,0.0666173387526491
swebench-multilingual,swebench-multilingual/jqlang__jq-2728,jqlang__jq-2728,0.9999999999999533,4.674038933671909e-14,13,hard,0.0844288837582064,0.1538461538461538,0.3608012122941099
swebench-multilingual,swebench-multilingual/preactjs__preact-3567,preactjs__preact-3567,0.9999999999999533,4.674038933671909e-14,12,hard,0.0844288837580662,0.1666666666666666,0.3726779962499649
mmau,mmau/24d64f05-1113-4081-847f-60023addbae7,24d64f05-1113-4081-847f-60023addbae7,0.9999999999999989,1.1102230246251565e-15,20,easy,0.9164444065345478,0.94,0.22
mmau,mmau/9685984a-9330-45c8-8d90-5de8068b5861,9685984a-9330-45c8-8d90-5de8068b5861,0.9999999999999989,1.1102230246251565e-15,20,easy,0.9164444065345478,0.94,0.22
kumo,kumo/musicgenresenv-t4-a6-v1-s1,musicgenresenv-t4-a6-v1-s1,0.999999999999999,9.992007221626409e-16,18,saturated,0.9720418125319232,0.9629629444444444,0.1527076921174249
kumo,kumo/mineralenv-t4-a6-v1-s1,mineralenv-t4-a6-v1-s1,0.999999999999999,9.992007221626409e-16,18,saturated,0.9790313698832576,0.9722222222222222,0.1145307118227128
mmmlu,mmmlu/mmmlu-bn-bd-00012,mmmlu-bn-bd-00012,0.999999999999999,9.992007221626409e-16,20,medium,0.4948766228817482,0.5,0.5
mmmlu,mmmlu/mmmlu-en-us-00032,mmmlu-en-us-00032,0.999999999999999,9.992007221626409e-16,20,medium,0.4948766228817482,0.5,0.5
kumo,kumo/renewableenergyenv-t4-a6-v1-s0,renewableenergyenv-t4-a6-v1-s0,0.999999999999999,9.992007221626409e-16,19,saturated,0.9721690618132818,0.9649122631578948,0.1488646599452501
kumo,kumo/printingtechniqueenv-t4-a6-v1-s1,printingtechniqueenv-t4-a6-v1-s1,0.999999999999999,9.992007221626409e-16,19,saturated,0.9582536135931158,0.9473684210526316,0.223296878269436
kumo,kumo/caridentificationenv-t4-a6-v1-s0,caridentificationenv-t4-a6-v1-s0,0.9999999999999992,7.771561172376096e-16,20,saturated,0.979277056406052,0.975,0.1089724735885168
kumo,kumo/chessenv-t4-a6-v1-s0,chessenv-t4-a6-v1-s0,0.9999999999999992,7.771561172376096e-16,20,saturated,0.972369394726107,0.96666665,0.1452967040996715
arc-agi-2,arc-agi-2/a47bf94d_0,a47bf94d_0,0.9999999999999993,6.661338147750939e-16,20,frontier,0.0487229252074741,0.06,0.1907878402833891
arc-agi-2,arc-agi-2/a25697e4_0,a25697e4_0,0.9999999999999993,6.661338147750939e-16,20,frontier,0.024361462603737,0.03,0.0953939201416945
mmau,mmau/38dbb2bf-62ca-4ecd-9ece-0618e060f6b3,38dbb2bf-62ca-4ecd-9ece-0618e060f6b3,0.9999999999999993,6.661338147750939e-16,20,saturated,0.9668432902496832,0.96,0.1743559577416269
mmau,mmau/0d46136b-5249-4ca9-a761-705686ec60b9,0d46136b-5249-4ca9-a761-705686ec60b9,0.9999999999999993,6.661338147750939e-16,20,saturated,0.958554112812104,0.95,0.2179449471770337
mmau,mmau/47ae81d9-8cb5-4267-9394-2f511cc84871,47ae81d9-8cb5-4267-9394-2f511cc84871,0.9999999999999993,6.661338147750939e-16,20,saturated,0.9668432902496832,0.96,0.1743559577416269
gaia,gaia/8d46b8d6-b38a-47ff-ac74-cda14cf2d19b,8d46b8d6-b38a-47ff-ac74-cda14cf2d19b,0.9999999999999993,6.661338147750939e-16,20,frontier,0.0165783548751584,0.02,0.0871779788708134
gaia,gaia/48eb8242-1099-4c26-95d4-ef22b002457a,48eb8242-1099-4c26-95d4-ef22b002457a,0.9999999999999993,6.661338147750939e-16,20,frontier,0.0248675323127376,0.03,0.1307669683062202
replicationbench,replicationbench/galaxy_manifold__physical_properties,galaxy_manifold__physical_properties,0.9999999999999993,6.661338147750939e-16,14,frontier,0.0090105801165581,0.0142857142857142,0.0515078753637712
replicationbench,replicationbench/galaxy_manifold__morphological_classification,galaxy_manifold__morphological_classification,0.9999999999999993,6.661338147750939e-16,14,frontier,0.0180211602331162,0.0285714285714285,0.1030157507275425
replicationbench,replicationbench/trgb_std_candle__aseq_bseq_trgb,trgb_std_candle__aseq_bseq_trgb,0.9999999999999993,6.661338147750939e-16,14,frontier,0.0360423204662325,0.0571428571428571,0.2060315014550851
kumo,kumo/nutritionenv-t4-a6-v1-s1,nutritionenv-t4-a6-v1-s1,0.9999999999999994,5.551115123125783e-16,18,saturated,0.9572522145977332,0.9444444444444444,0.2290614236454256
kumo,kumo/audiodialectenv-t4-a6-v1-s0,audiodialectenv-t4-a6-v1-s0,0.9999999999999994,5.551115123125783e-16,20,saturated,0.9597997896918432,0.97,0.0953939201416945
simpleqa,simpleqa/simpleqa-3111,simpleqa-3111,0.9999999999999994,5.551115123125783e-16,20,easy,0.8776390455076497,0.9,0.2720294101747089
simpleqa,simpleqa/simpleqa-1833,simpleqa-1833,0.9999999999999994,5.551115123125783e-16,20,easy,0.8776390455076497,0.9,0.2720294101747089
featurebench-modal,featurebench-modal/scikit-learn__scikit-learn.5741bac9.test_public_functions.28421aef.lv1,scikit-learn__scikit-learn.5741bac9.test_public_functions.28421aef.lv1,0.9999999999999994,5.551115123125783e-16,13,frontier,0.0393876820775304,0.0615384615384615,0.2131754840084772
kumo,kumo/malwareenv-t4-a6-v1-s1,malwareenv-t4-a6-v1-s1,0.9999999999999994,5.551115123125783e-16,18,saturated,0.9679391609483,0.9583333333333334,0.1717960677340692
featurebench-modal,featurebench-modal/sympy__sympy.c1097516.test_puiseux.cd575f09.lv1,sympy__sympy.c1097516.test_puiseux.cd575f09.lv1,0.9999999999999994,5.551115123125783e-16,13,frontier,0.0098469205193825,0.0153846153846153,0.0532938710021193
gpqa-diamond,gpqa-diamond/72,72,0.9999999999999996,4.440892098500626e-16,12,saturated,0.9785820231138618,0.9583333333333334,0.1381926995981416
livecodebench,livecodebench/3811,3811,0.9999999999999996,4.440892098500626e-16,15,saturated,0.984951139483856,0.9777778,0.0831478587803678
kumo,kumo/softwareenv-t4-a6-v1-s1,softwareenv-t4-a6-v1-s1,0.9999999999999996,4.440892098500626e-16,20,easy,0.9195875045552372,0.95,0.2179449471770337
kumo,kumo/printingtechniqueenv-t4-a6-v1-s0,printingtechniqueenv-t4-a6-v1-s0,0.9999999999999996,4.440892098500626e-16,20,saturated,0.9758822887807956,0.98,0.0599999999999999
kumo,kumo/microbiologyenv-t4-a6-v1-s1,microbiologyenv-t4-a6-v1-s1,0.9999999999999996,4.440892098500626e-16,20,saturated,0.9678350018220948,0.98,0.0871779788708134
swebench-multilingual,swebench-multilingual/redis__redis-11510,redis__redis-11510,0.9999999999999996,4.440892098500626e-16,13,medium,0.6380019216306193,0.6538461538461539,0.455083060238432
swebench-multilingual,swebench-multilingual/redis__redis-11631,redis__redis-11631,0.9999999999999996,4.440892098500626e-16,13,medium,0.6380019216306193,0.6538461538461539,0.455083060238432
swebench-multilingual,swebench-multilingual/fluent__fluentd-4598,fluent__fluentd-4598,0.9999999999999996,4.440892098500626e-16,13,medium,0.6726550593901561,0.7179486923076923,0.4305860645380512
swebench-multilingual,swebench-multilingual/axios__axios-4738,axios__axios-4738,0.9999999999999996,4.440892098500626e-16,13,medium,0.6726550593901561,0.7179486923076923,0.4305860645380512
swebench-multilingual,swebench-multilingual/axios__axios-5892,axios__axios-5892,0.9999999999999996,4.440892098500626e-16,13,medium,0.6726550593901561,0.7179486923076923,0.4305860645380512
simpleqa,simpleqa/simpleqa-3129,simpleqa-3129,0.9999999999999996,4.440892098500626e-16,20,easy,0.9474619460129134,0.96,0.12
swebench-multilingual,swebench-multilingual/uutils__coreutils-6731,uutils__coreutils-6731,0.9999999999999996,4.440892098500626e-16,13,medium,0.6380019216306193,0.6538461538461539,0.455083060238432
livecodebench,livecodebench/abc312_d,abc312_d,0.9999999999999996,4.440892098500626e-16,15,saturated,0.9548533733049412,0.9333333333333332,0.2494438257849294
livecodebench,livecodebench/3508,3508,0.9999999999999996,4.440892098500626e-16,15,saturated,0.9548533733049412,0.9333333333333332,0.2494438257849294
livecodebench,livecodebench/3676,3676,0.9999999999999996,4.440892098500626e-16,15,saturated,0.9887133433262352,0.9833333333333332,0.0623609564462323
livecodebench,livecodebench/abc329_c,abc329_c,0.9999999999999996,4.440892098500626e-16,15,saturated,0.984951139483856,0.9777778,0.0831478587803678
livecodebench,livecodebench/abc333_a,abc333_a,0.9999999999999996,4.440892098500626e-16,15,saturated,0.9729120239829646,0.96,0.1496662954709576
kumo,kumo/theatricalenv-t4-a6-v1-s0,theatricalenv-t4-a6-v1-s0,0.9999999999999996,4.440892098500626e-16,20,easy,0.8794114439039793,0.9,0.3
gpqa-diamond,gpqa-diamond/177,177,0.9999999999999996,4.440892098500626e-16,12,saturated,0.9828656184910896,0.9666666666666668,0.1105541596785133
gpqa-diamond,gpqa-diamond/35,35,0.9999999999999996,4.440892098500626e-16,12,saturated,0.9914328092455448,0.9833333333333334,0.0552770798392566
swebench-multilingual,swebench-multilingual/gin-gonic__gin-2121,gin-gonic__gin-2121,0.9999999999999996,4.440892098500626e-16,13,medium,0.6726550593901561,0.7179486923076923,0.4305860645380512
simpleqa,simpleqa/simpleqa-1102,simpleqa-1102,0.9999999999999996,4.440892098500626e-16,20,saturated,0.9737309730064568,0.98,0.0599999999999999
livecodebench,livecodebench/abc351_e,abc351_e,0.9999999999999996,4.440892098500626e-16,15,saturated,0.984951139483856,0.9777778,0.0831478587803678
kumo,kumo/cloudenv-t4-a6-v1-s1,cloudenv-t4-a6-v1-s1,0.9999999999999996,4.440892098500626e-16,20,easy,0.9195875045552372,0.95,0.2179449471770337
livecodebench,livecodebench/abc334_d,abc334_d,0.9999999999999996,4.440892098500626e-16,15,saturated,0.984951139483856,0.9777778,0.0831478587803678
gpqa-diamond,gpqa-diamond/50,50,0.9999999999999998,2.220446049250313e-16,12,saturated,0.9512633691033632,0.9,0.2768874620972691
gpqa-diamond,gpqa-diamond/68,68,0.9999999999999998,2.220446049250313e-16,12,easy,0.9407743096653172,0.8833333333333333,0.2881936077631764
gpqa-diamond,gpqa-diamond/197,197,0.9999999999999998,2.220446049250313e-16,12,saturated,0.9512633691033632,0.9,0.2768874620972691
swebench-multilingual,swebench-multilingual/tokio-rs__tokio-4898,tokio-rs__tokio-4898,0.9999999999999998,2.220446049250313e-16,13,medium,0.686225671629741,0.7307692307692307,0.4213250442347431
gpqa-diamond,gpqa-diamond/51,51,0.9999999999999998,2.220446049250313e-16,12,easy,0.9407743096653172,0.8833333333333333,0.2881936077631764
crustbench,crustbench/crustbench-hydra,crustbench-hydra,0.9999999999999998,2.220446049250313e-16,22,easy,0.812784772311159,0.8295454545454546,0.3439936214092464
swebench-multilingual,swebench-multilingual/redis__redis-9733,redis__redis-9733,0.9999999999999998,2.220446049250313e-16,13,medium,0.686225671629741,0.7307692307692307,0.4213250442347431
swebench-multilingual,swebench-multilingual/redis__redis-10764,redis__redis-10764,0.9999999999999998,2.220446049250313e-16,13,medium,0.686225671629741,0.7307692307692307,0.4213250442347431
crustbench,crustbench/crustbench-bhshell,crustbench-bhshell,0.9999999999999998,2.220446049250313e-16,22,easy,0.812784772311159,0.8295454545454546,0.3439936214092464
livecodebench,livecodebench/3455,3455,0.9999999999999999,1.1102230246251565e-16,15,easy,0.7971302414732656,0.9333333333333332,0.2494438257849294
swebench-multilingual,swebench-multilingual/immutable-js__immutable-js-2006,immutable-js__immutable-js-2006,0.9999999999999999,1.1102230246251565e-16,13,medium,0.6762306562135163,0.7179486923076923,0.4305860645380512
livecodebench,livecodebench/3608,3608,0.9999999999999999,1.1102230246251565e-16,15,easy,0.918852096589306,0.9733333333333332,0.0997775303139717
arc-agi-2,arc-agi-2/5545f144_0,5545f144_0,0.9999999999999999,1.1102230246251565e-16,20,frontier,0.0309050007200421,0.04,0.12
arc-agi-2,arc-agi-2/8b7bacbf_0,8b7bacbf_0,0.9999999999999999,1.1102230246251565e-16,20,frontier,0.0155964681396832,0.02,0.0871779788708134
arc-agi-2,arc-agi-2/7b80bb43_0,7b80bb43_0,0.9999999999999999,1.1102230246251565e-16,20,frontier,0.015452500360021,0.02,0.06
labbench,labbench/figqa-0029,figqa-0029,0.9999999999999999,1.1102230246251565e-16,13,frontier,0.026629317848489,0.0153846153846153,0.0532938710021193
swebench-multilingual,swebench-multilingual/laravel__framework-51195,laravel__framework-51195,0.9999999999999999,1.1102230246251565e-16,13,medium,0.6762306562135163,0.7179486923076923,0.4305860645380512
