benchmark,task_column,task_id,task_predictability_proxy_max_abs_peer_spearman,task_unpredictability_score,observed_count,difficulty_tier,task_score,observed_mean,observed_std
arc-agi-2,arc-agi-2/62593bfd_1,62593bfd_1,0.8132760384700994,0.18672396152990056,20,frontier,0.03291049662742,0.04,0.12
mmau,mmau/f1ead136-481b-430d-a08f-1b285b75db68,f1ead136-481b-430d-a08f-1b285b75db68,0.8133707119484986,0.18662928805150136,20,medium,0.4209123651125331,0.4399999999999999,0.3666060555964672
mmau,mmau/1ee237cc-3520-4e79-9644-195a5abc8581,1ee237cc-3520-4e79-9644-195a5abc8581,0.8133707119484986,0.18662928805150136,20,easy,0.7514704021525537,0.7875,0.318541598539343
crustbench,crustbench/crustbench-morton,crustbench-morton,0.8136705847147849,0.18632941528521507,22,medium,0.5794015601303275,0.5909090909090908,0.3836535972001671
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-caesar-cipher-easy00cea0a5-seed45-2,reasoning-gym-algorithmic-caesar-cipher-easy00cea0a5-seed45-2,0.813772481836662,0.18622751816333805,20,medium,0.6554332510511738,0.6863424499999999,0.2922035321635375
kumo,kumo/fantasyenv-t12-a16-v1-s1,fantasyenv-t12-a16-v1-s1,0.8141947784258166,0.18580522157418344,20,medium,0.6522501359211379,0.65833335,0.3969501791437151
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-binary-alternation-hard0292e21f-seed45-0,reasoning-gym-algorithmic-binary-alternation-hard0292e21f-seed45-0,0.8146109913943586,0.18538900860564145,20,easy,0.788772237634128,0.7625,0.2823450902707536
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-palindrome-partitioning-easy00cea0a5-seed45-1,reasoning-gym-algorithmic-palindrome-partitioning-easy00cea0a5-seed45-1,0.8146109913943586,0.18538900860564145,20,easy,0.7583974433791616,0.75,0.3734969879396619
gpqa-diamond,gpqa-diamond/127,127,0.8146325873821764,0.18536741261782363,13,easy,0.8227962983871173,0.7807692307692307,0.28792257341866
gaia,gaia/cca70ce6-1952-45d2-acd4-80c903b0bc49,cca70ce6-1952-45d2-acd4-80c903b0bc49,0.8147069922890828,0.18529300771091717,20,hard,0.1234210170472951,0.15,0.2889636655359978
gaia,gaia/6359a0b1-8f7b-499b-9336-840f9ab90688,6359a0b1-8f7b-499b-9336-840f9ab90688,0.8147069922890828,0.18529300771091717,20,hard,0.1106137684905202,0.1399999999999999,0.2835489375751565
kumo,kumo/oskernelenv-t4-a6-v1-s0,oskernelenv-t4-a6-v1-s0,0.8149102447938337,0.18508975520616633,18,saturated,0.9605774143663468,0.9537037222222222,0.1338595185756759
labbench,labbench/figqa-0051,figqa-0051,0.8153882223583341,0.18461177764166592,13,hard,0.27065963526176,0.3076923076923077,0.3647159874193753
swtbench,swtbench/django__django-12713,django__django-12713,0.8163655555733894,0.1836344444266106,14,easy,0.7404554583040288,0.7571428571428571,0.3040542379113251
gpqa-diamond,gpqa-diamond/27,27,0.8166246061201986,0.1833753938798014,20,medium,0.6239513759964369,0.6100000000000001,0.3433656942677879
gaia,gaia/9318445f-fe6a-4e1b-acbf-c68228c9906a,9318445f-fe6a-4e1b-acbf-c68228c9906a,0.8169271149463924,0.18307288505360764,20,hard,0.0574611744068409,0.0699999999999999,0.1819340539866025
simpleqa,simpleqa/simpleqa-1321,simpleqa-1321,0.8170348440153976,0.1829651559846024,20,medium,0.568656511357059,0.58,0.4422668877499196
replicationbench,replicationbench/hubble_trails__classifier_performance,hubble_trails__classifier_performance,0.8170797270101211,0.1829202729898789,15,hard,0.1352289336151397,0.2133333333333333,0.3612324582438417
seal0,seal0/17,17,0.8172162502367074,0.1827837497632926,26,medium,0.6384615384615385,0.6384615384615385,0.3803610866177266
seal0,seal0/18,18,0.8172162502367074,0.1827837497632926,26,medium,0.5794871923076923,0.5794871923076923,0.3832304153069132
kumo,kumo/algorithmenv-t4-a6-v1-s1,algorithmenv-t4-a6-v1-s1,0.8174521964240627,0.18254780357593725,20,easy,0.8428781656083011,0.825,0.3269174207655505
gpqa-diamond,gpqa-diamond/89,89,0.8178278670120267,0.1821721329879733,13,medium,0.5721275230442366,0.5923076923076923,0.3852302777091974
mmau,mmau/fe746517-e292-4976-b83b-d1cae168b7da,fe746517-e292-4976-b83b-d1cae168b7da,0.8178408736587218,0.18215912634127818,20,easy,0.8804642341402015,0.86,0.2690724809414742
crustbench,crustbench/crustbench-lambda-calculus-eval,crustbench-lambda-calculus-eval,0.8184547542165903,0.1815452457834097,22,medium,0.6809804721087581,0.6818181818181818,0.3700569534008658
featurebench-modal,featurebench-modal/linkedin__liger-kernel.c856fbab.test_poly_norm.7b0e3399.lv1,linkedin__liger-kernel.c856fbab.test_poly_norm.7b0e3399.lv1,0.8186283419382432,0.1813716580617568,25,medium,0.4049793801550756,0.4059999999999999,0.4198645390017118
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_modeling_swin2sr.f5cba486.lv1,huggingface__transformers.e2e8dbed.test_modeling_swin2sr.f5cba486.lv1,0.8186975226569074,0.18130247734309257,26,frontier,0.0269230769230769,0.0269230769230769,0.1021224465180904
gaia,gaia/67e8878b-5cef-4375-804e-e6291fdbe78a,67e8878b-5cef-4375-804e-e6291fdbe78a,0.8190512102405911,0.18094878975940887,20,medium,0.6758758187303173,0.7175,0.3915593824696325
aider-polyglot,aider-polyglot/polyglot_python_proverb,polyglot_python_proverb,0.8192446341692725,0.1807553658307275,25,medium,0.4682786047735954,0.472,0.4303672850020085
gpqa-diamond,gpqa-diamond/0,0,0.8199879397005017,0.18001206029949834,19,saturated,0.9552021204519824,0.9473684210526316,0.1427858943815846
featurebench-modal,featurebench-modal/pandas-dev__pandas.82fa2715.test_concat.ebe5de39.lv1,pandas-dev__pandas.82fa2715.test_concat.ebe5de39.lv1,0.820168165128475,0.179831834871525,26,medium,0.3378205,0.3378205,0.4352903956936944
labbench,labbench/figqa-0031,figqa-0031,0.82019717957006,0.17980282042994,13,hard,0.2290579315819164,0.2923076923076924,0.3474335320195758
gaia,gaia/0b260a57-3f3a-4405-9f29-6d7a1012dbfb,0b260a57-3f3a-4405-9f29-6d7a1012dbfb,0.820522566944464,0.17947743305553598,20,hard,0.059286677516813,0.0699999999999999,0.212367605815953
mmmlu,mmmlu/mmmlu-id-id-00075,mmmlu-id-id-00075,0.8205905934557977,0.17940940654420234,19,hard,0.2481152344112855,0.254385947368421,0.3721614600607861
mmmlu,mmmlu/mmmlu-es-la-00045,mmmlu-es-la-00045,0.8205905934557977,0.17940940654420234,18,medium,0.3025251373449416,0.2722222777777777,0.3658661893623595
gpqa-diamond,gpqa-diamond/186,186,0.8207556331335384,0.1792443668664616,13,medium,0.3289293248466177,0.3923076923076923,0.4340534147589502
aider-polyglot,aider-polyglot/polyglot_python_transpose,polyglot_python_transpose,0.8208732855036964,0.17912671449630357,26,medium,0.5076923076923077,0.5076923076923077,0.4410852672871215
replicationbench,replicationbench/hubble_trails__satellite_chance_post2020_acis,hubble_trails__satellite_chance_post2020_acis,0.8209398796255404,0.17906012037445962,15,medium,0.3127578538484659,0.2799999999999999,0.3409789827345179
gpqa-diamond,gpqa-diamond/147,147,0.821225887140413,0.178774112859587,12,hard,0.2771468875849647,0.3416666666666666,0.4132358756072479
reasoning-gym,reasoning-gym/reasoning-gym-algebra-simple-integration-hard0292e21f-seed45-0,reasoning-gym-algebra-simple-integration-hard0292e21f-seed45-0,0.8213180261662825,0.17868197383371753,20,easy,0.9225347090049132,0.94,0.1280624847486569
gaia,gaia/87c610df-bef7-4932-b950-1d83ef4e282b,87c610df-bef7-4932-b950-1d83ef4e282b,0.8214885863664,0.1785114136336,20,medium,0.6769857836011851,0.74,0.3039736830714133
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_modeling_vitpose.30ffd86e.lv2,huggingface__transformers.e2e8dbed.test_modeling_vitpose.30ffd86e.lv2,0.822518987988948,0.17748101201105204,26,hard,0.1365384615384615,0.1365384615384615,0.3080826850512738
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-rotate-matrix-hard0292e21f-seed45-1,reasoning-gym-algorithmic-rotate-matrix-hard0292e21f-seed45-1,0.8230331799352573,0.17696682006474274,20,easy,0.762732715146861,0.76,0.28
mmmlu,mmmlu/mmmlu-fr-fr-00059,mmmlu-fr-fr-00059,0.8230633180381228,0.17693668196187717,16,easy,0.903676845389807,0.921875,0.2113710821635731
swebench-verified,swebench-verified/sympy__sympy-17139,sympy__sympy-17139,0.8234958014714006,0.17650419852859944,20,easy,0.7854132355479835,0.7699999999999999,0.3179622619116929
aider-polyglot,aider-polyglot/polyglot_go_variable-length-quantity,polyglot_go_variable-length-quantity,0.8246861005629409,0.1753138994370591,25,easy,0.7372131649329935,0.736,0.3135346870762467
featurebench-modal,featurebench-modal/pandas-dev__pandas.82fa2715.test_merge_antijoin.921feefe.lv1,pandas-dev__pandas.82fa2715.test_merge_antijoin.921feefe.lv1,0.8253514351264961,0.1746485648735039,26,hard,0.2211538461538461,0.2211538461538461,0.3828468957195946
mmmlu,mmmlu/mmmlu-ko-kr-00108,mmmlu-ko-kr-00108,0.8254445775607179,0.17455542243928213,20,medium,0.621825413752625,0.625,0.4366062299143245
featurebench-modal,featurebench-modal/lightning-ai__pytorch-lightning.126fa6f1.test_fsdp_integration.61c07610.lv2,lightning-ai__pytorch-lightning.126fa6f1.test_fsdp_integration.61c07610.lv2,0.8257553344917267,0.17424466550827333,26,medium,0.6653846153846155,0.6653846153846155,0.416202897720578
swebench-multilingual,swebench-multilingual/fluent__fluentd-3640,fluent__fluentd-3640,0.8257713571040545,0.17422864289594553,13,hard,0.1793924061837098,0.2461538461538461,0.3671415250394377
featurebench-modal,featurebench-modal/mlflow__mlflow.93dab383.test_trace_manager.bb95fbcd.lv1,mlflow__mlflow.93dab383.test_trace_manager.bb95fbcd.lv1,0.8260036930862852,0.17399630691371482,25,medium,0.3038907469833051,0.312,0.4198285364288616
medagentbench,medagentbench/task2_8,task2_8,0.8260161986589138,0.17398380134108615,20,easy,0.7704028336885772,0.7700000000000001,0.2917190429162964
gaia,gaia/9e1fc53b-46ff-49a1-9d05-9e6faac34cc5,9e1fc53b-46ff-49a1-9d05-9e6faac34cc5,0.8260682324367874,0.1739317675632126,20,medium,0.3141841943499026,0.37,0.391279950930277
replicationbench,replicationbench/galaxy_manifold__transformation_matrix,galaxy_manifold__transformation_matrix,0.8261404973661564,0.17385950263384364,15,hard,0.1378419797377675,0.1533333333333333,0.1667999467092907
aider-polyglot,aider-polyglot/polyglot_go_bottle-song,polyglot_go_bottle-song,0.826281299553614,0.17371870044638604,25,medium,0.5460027335312436,0.5459999999999999,0.3924079509897831
livecodebench,livecodebench/abc343_a,abc343_a,0.8262866302957738,0.17371336970422624,15,hard,0.2569480539817968,0.3066666666666666,0.3335998934185814
swebench-multilingual,swebench-multilingual/sharkdp__bat-2260,sharkdp__bat-2260,0.8268594259196558,0.17314057408034422,13,hard,0.2373586530082613,0.3589743846153846,0.4615384786324868
replicationbench,replicationbench/astm3__spectra_classification_accuracy_limited_data_10_percent,astm3__spectra_classification_accuracy_limited_data_10_percent,0.826954670601296,0.17304532939870398,15,hard,0.0805420156044296,0.1033333333333333,0.1918911728616567
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-spiral-matrix-hard0292e21f-seed45-2,reasoning-gym-algorithmic-spiral-matrix-hard0292e21f-seed45-2,0.8273666121304386,0.1726333878695614,20,medium,0.6302960913068906,0.65666665,0.3554496521621979
mmau,mmau/9593f394-dcac-4d88-a37d-0468f8b0152c,9593f394-dcac-4d88-a37d-0468f8b0152c,0.8274385334933478,0.17256146650665216,20,medium,0.5921789110143313,0.5575,0.3483084121866711
crustbench,crustbench/crustbench-blt,crustbench-blt,0.8291671058828188,0.17083289411718117,22,medium,0.5785166704167632,0.5909090909090909,0.4198582995911087
bfcl,bfcl/bfcl-simple-python-325,bfcl-simple-python-325,0.8292849321087362,0.17071506789126378,26,easy,0.9384615384615383,0.9384615384615383,0.1332346775052982
crustbench,crustbench/crustbench-hamta,crustbench-hamta,0.8294974124353918,0.17050258756460823,22,hard,0.2998176062960217,0.3030303181818182,0.363333222129542
mmmlu,mmmlu/mmmlu-hi-in-00065,mmmlu-hi-in-00065,0.8300485855254756,0.16995141447452444,20,hard,0.1083606328176015,0.075,0.2384848003542364
mmmlu,mmmlu/mmmlu-ko-kr-00105,mmmlu-ko-kr-00105,0.8300485855254756,0.16995141447452444,20,hard,0.1279439055401293,0.07916665,0.1997828470420508
gaia,gaia/4fc2f1ae-8625-45b5-ab34-ad4433bc21f8,4fc2f1ae-8625-45b5-ab34-ad4433bc21f8,0.8311484018014567,0.16885159819854334,20,medium,0.563781884961269,0.62,0.3893584466786357
labbench,labbench/figqa-0033,figqa-0033,0.8322621418436309,0.1677378581563691,13,easy,0.7990093757187618,0.8307692307692308,0.2583516249807179
gaia,gaia/0a3cd321-3e76-4622-911b-0fda2e5d6b1a,0a3cd321-3e76-4622-911b-0fda2e5d6b1a,0.8323304698826788,0.16766953011732122,20,medium,0.3680991293761256,0.4275,0.3512388788275011
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_modeling_vitmatte.2d342386.lv1,huggingface__transformers.e2e8dbed.test_modeling_vitmatte.2d342386.lv1,0.8328179033336653,0.16718209666633466,26,frontier,0.0397435769230769,0.0397435769230769,0.1176766330828071
crustbench,crustbench/crustbench-libpsbt,crustbench-libpsbt,0.8333593700223934,0.16664062997760665,22,medium,0.4402744491044333,0.4545454545454545,0.4097973698030779
bfcl,bfcl/bfcl-simple-python-87,bfcl-simple-python-87,0.8336121673800617,0.16638783261993828,26,saturated,0.953846153846154,0.953846153846154,0.1393136175098064
bfcl,bfcl/bfcl-simple-python-169,bfcl-simple-python-169,0.8336121673800617,0.16638783261993828,26,saturated,0.9538461538461538,0.9538461538461538,0.1008836696046461
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-manipulate-matrix-hard0292e21f-seed45-2,reasoning-gym-algorithmic-manipulate-matrix-hard0292e21f-seed45-2,0.8339551204983042,0.16604487950169577,20,medium,0.5437746280333582,0.5832931499999999,0.3662712869616283
mmmlu,mmmlu/mmmlu-ar-xy-00006,mmmlu-ar-xy-00006,0.834038425887291,0.16596157411270895,18,easy,0.9248263977486348,0.9444444444444444,0.1571348402636772
bfcl,bfcl/bfcl-live-multiple-717-165-4,bfcl-live-multiple-717-165-4,0.8344077300844857,0.16559226991551435,26,hard,0.2538461538461538,0.2538461538461538,0.3488781683214944
bfcl,bfcl/bfcl-live-multiple-733-167-4,bfcl-live-multiple-733-167-4,0.8344077300844857,0.16559226991551435,26,hard,0.2692307692307692,0.2692307692307692,0.3677051816220652
bfcl,bfcl/bfcl-live-irrelevance-778-287-0,bfcl-live-irrelevance-778-287-0,0.8346365323285488,0.16536346767145116,26,easy,0.9384615384615383,0.9384615384615383,0.1332346775052982
labbench,labbench/figqa-0028,figqa-0028,0.8349104201592282,0.16508957984077177,20,hard,0.1337924680468875,0.1699999999999999,0.3051229260478471
swtbench,swtbench/sphinx-doc__sphinx-8721,sphinx-doc__sphinx-8721,0.8353562294143929,0.16464377058560709,12,hard,0.0952747121298019,0.1166666666666666,0.1907587190376599
labbench,labbench/figqa-0063,figqa-0063,0.8354162226966524,0.1645837773033476,13,hard,0.2063334407100507,0.2461538461538462,0.284511415521645
gaia,gaia/a56f1527-3abf-41d6-91f8-7296d6336c3f,a56f1527-3abf-41d6-91f8-7296d6336c3f,0.8362612718180364,0.16373872818196356,20,medium,0.4527500036943299,0.51,0.4264973622427224
seal0,seal0/38,38,0.8364202660583522,0.16357973394164782,26,medium,0.5717948846153845,0.5717948846153845,0.3410256445922558
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-leg-counting-hard0292e21f-seed45-2,reasoning-gym-arithmetic-leg-counting-hard0292e21f-seed45-2,0.8364498524851834,0.16355014751481656,20,medium,0.4055357072157288,0.47,0.4439594576084623
featurebench-modal,featurebench-modal/pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv1,pydata__xarray.97f3a746.test_coordinate_transform.6cacb660.lv1,0.837492516700814,0.16250748329918596,26,hard,0.1282051153846153,0.1282051153846153,0.2803679277038446
aider-polyglot,aider-polyglot/polyglot_javascript_affine-cipher,polyglot_javascript_affine-cipher,0.8375367694589847,0.1624632305410153,25,easy,0.8211719001442058,0.8160000000000001,0.2989046670763104
simpleqa,simpleqa/simpleqa-268,simpleqa-268,0.837854732212008,0.162145267787992,20,easy,0.8215511019149516,0.8600000000000001,0.2615339366124404
lawbench,lawbench/lawbench-3-1-8-one-shot,lawbench-3-1-8-one-shot,0.8380714853085374,0.16192851469146263,20,medium,0.6384069943853213,0.6518717,0.2483237911212093
medagentbench,medagentbench/task1_28,task1_28,0.8385124659786238,0.16148753402137617,20,medium,0.6002630834567992,0.65,0.3570714214271425
gaia,gaia/b816bfce-3d80-4913-a07d-69b752ce6377,b816bfce-3d80-4913-a07d-69b752ce6377,0.8387266319245997,0.16127336807540027,20,medium,0.5228210011507056,0.5775,0.382908278834501
simpleqa,simpleqa/simpleqa-1807,simpleqa-1807,0.8387355299938578,0.1612644700061422,20,medium,0.5838733760401282,0.59,0.3766961640367472
simpleqa,simpleqa/simpleqa-173,simpleqa-173,0.8387969184663433,0.1612030815336567,20,easy,0.7676094840656584,0.8,0.303315017762062
gpqa-diamond,gpqa-diamond/113,113,0.8388471604872805,0.16115283951271953,15,medium,0.3644180413705807,0.36,0.4144072071445346
labbench,labbench/figqa-0094,figqa-0094,0.8389698268214545,0.1610301731785455,20,hard,0.2467045417773263,0.3099999999999999,0.4023679907746141
labbench,labbench/figqa-0154,figqa-0154,0.8389698268214545,0.1610301731785455,20,hard,0.285358029114957,0.33,0.3421987726453735
mmmlu,mmmlu/mmmlu-fr-fr-00051,mmmlu-fr-fr-00051,0.8389943578427823,0.1610056421572177,19,hard,0.1525975781169304,0.2017544210526315,0.3528454034445227
swebench-multilingual,swebench-multilingual/projectlombok__lombok-3674,projectlombok__lombok-3674,0.8397874268457988,0.16021257315420123,12,hard,0.0549139036862259,0.1041666666666666,0.2787310033387427
labbench,labbench/figqa-0086,figqa-0086,0.8399801978874049,0.16001980211259514,13,hard,0.1947570786724386,0.2615384615384615,0.2527950265408459
mmmlu,mmmlu/mmmlu-de-de-00021,mmmlu-de-de-00021,0.8402938060652055,0.15970619393479446,18,hard,0.2477248823004936,0.3055555555555556,0.3778186252426512
featurebench-modal,featurebench-modal/sphinx-doc__sphinx.e347e59c.test_ext_napoleon_docstring.50dabe1f.lv1,sphinx-doc__sphinx.e347e59c.test_ext_napoleon_docstring.50dabe1f.lv1,0.8403591991604368,0.15964080083956322,26,hard,0.1487179615384615,0.1487179615384615,0.3345146917953829
featurebench-modal,featurebench-modal/sphinx-doc__sphinx.e347e59c.test_domain_c.4068b9e8.lv1,sphinx-doc__sphinx.e347e59c.test_domain_c.4068b9e8.lv1,0.8403591991604368,0.15964080083956322,26,hard,0.1833333461538461,0.1833333461538461,0.3222848643059239
gpqa-diamond,gpqa-diamond/180,180,0.8405660739223241,0.15943392607767592,13,medium,0.5567473779102189,0.6384615384615384,0.3952379254973886
gaia,gaia/6f37996b-2ac7-44b0-8e68-6d28256631b4,6f37996b-2ac7-44b0-8e68-6d28256631b4,0.8408604613761048,0.15913953862389518,20,hard,0.2543862425937902,0.2999999999999999,0.3974921382870358
labbench,labbench/figqa-0092,figqa-0092,0.8410590930792217,0.15894090692077834,13,hard,0.2745147124085367,0.3846153846153846,0.387985237320569
gaia,gaia/5b2a14e8-6e59-479c-80e3-4696e8980152,5b2a14e8-6e59-479c-80e3-4696e8980152,0.8413664249804372,0.15863357501956277,20,hard,0.2686418931851194,0.3175,0.3511676949834651
crustbench,crustbench/crustbench-recordmanager,crustbench-recordmanager,0.8414120197288459,0.15858798027115406,21,medium,0.4007907622115976,0.4214285714285714,0.3983810776043426
gaia,gaia/08cae58d-4084-4616-b6dd-dd6534e4825b,08cae58d-4084-4616-b6dd-dd6534e4825b,0.8415662556345401,0.15843374436545987,20,hard,0.2478403324626268,0.2575,0.278960122598195
bfcl,bfcl/bfcl-live-irrelevance-698-227-1,bfcl-live-irrelevance-698-227-1,0.8419364754048402,0.15806352459515982,26,hard,0.123076923076923,0.123076923076923,0.2606319130168833
bfcl,bfcl/bfcl-live-irrelevance-511-151-0,bfcl-live-irrelevance-511-151-0,0.8419364754048402,0.15806352459515982,26,hard,0.1769230769230769,0.1769230769230769,0.300394218304102
labbench,labbench/figqa-0153,figqa-0153,0.8420061399500344,0.15799386004996563,13,medium,0.4544288748592363,0.5076923076923077,0.3812157444111959
swebench-multilingual,swebench-multilingual/caddyserver__caddy-6411,caddyserver__caddy-6411,0.8420978199718838,0.15790218002811618,13,hard,0.1559247891652452,0.2307692307692307,0.4213250442347432
labbench,labbench/figqa-0110,figqa-0110,0.8421910146413202,0.15780898535867982,13,medium,0.304251209033695,0.3692307692307693,0.3122735866182221
labbench,labbench/figqa-0079,figqa-0079,0.8421910146413202,0.15780898535867982,13,hard,0.219934664986988,0.2769230769230769,0.2991111091572858
gaia,gaia/983bba7c-c092-455f-b6c9-7857003d48fc,983bba7c-c092-455f-b6c9-7857003d48fc,0.8429636508254669,0.15703634917453313,20,hard,0.2937774992492421,0.32666665,0.3533333330188754
swtbench,swtbench/django__django-14855,django__django-14855,0.843044823319426,0.15695517668057402,12,medium,0.4565486243600453,0.5111110833333333,0.2671292469347183
swtbench,swtbench/matplotlib__matplotlib-24870,matplotlib__matplotlib-24870,0.843044823319426,0.15695517668057402,12,medium,0.3430242832899771,0.3666666666666666,0.2924988129130707
seal0,seal0/105,105,0.8431839653162745,0.1568160346837255,26,medium,0.6192307692307693,0.6192307692307693,0.3587041107281242
seal0,seal0/78,78,0.8431839653162745,0.1568160346837255,26,easy,0.7384615384615384,0.7384615384615384,0.340900304710159
featurebench-modal,featurebench-modal/sphinx-doc__sphinx.e347e59c.test_command_line.039d53a2.lv1,sphinx-doc__sphinx.e347e59c.test_command_line.039d53a2.lv1,0.8433223959208284,0.15667760407917164,26,medium,0.4352564230769231,0.4352564230769231,0.4699137764328663
gaia,gaia/08c0b6e9-1b43-4c2e-ae55-4e3fce2c2715,08c0b6e9-1b43-4c2e-ae55-4e3fce2c2715,0.84346798324665,0.15653201675335005,20,hard,0.266347467014652,0.31,0.3254228019054596
seal0,seal0/69,69,0.843708089470599,0.15629191052940095,26,frontier,0.0384615384615384,0.0384615384615384,0.1570813681281702
seal0,seal0/34,34,0.843708089470599,0.15629191052940095,25,hard,0.1003970357401354,0.104,0.2537400244344593
seal0,seal0/59,59,0.8437261459224478,0.15627385407755223,26,hard,0.1615384615384615,0.1615384615384615,0.3039191733098217
seal0,seal0/57,57,0.8437261459224478,0.15627385407755223,26,hard,0.2685897307692308,0.2685897307692308,0.3662680480482059
replicationbench,replicationbench/gw_nsbh__mass_gap_constraint,gw_nsbh__mass_gap_constraint,0.8438079247366717,0.15619207526332834,15,hard,0.2088982493241351,0.28,0.398664437006028
swebench-multilingual,swebench-multilingual/immutable-js__immutable-js-2005,immutable-js__immutable-js-2005,0.843880569663708,0.15611943033629205,13,medium,0.3353304600820883,0.4615384615384615,0.4985185152621431
swebench-multilingual,swebench-multilingual/caddyserver__caddy-4774,caddyserver__caddy-4774,0.843880569663708,0.15611943033629205,13,hard,0.1932278160706448,0.2794871538461538,0.3908217171494806
kumo,kumo/motifanalysisenv-t4-a6-v1-s1,motifanalysisenv-t4-a6-v1-s1,0.8441065329447122,0.15589346705528784,17,easy,0.8973734452484017,0.9313725294117648,0.1696674053865446
medagentbench,medagentbench/task7_13,task7_13,0.8442009872254423,0.15579901277455765,20,hard,0.0578616988094583,0.03,0.0953939201416945
bixbench,bixbench/bix-35-q4,bix-35-q4,0.844968515342845,0.155031484657155,18,easy,0.8358458195657803,0.8444444444444444,0.2666666898148369
mmmlu,mmmlu/mmmlu-hi-in-00064,mmmlu-hi-in-00064,0.84498016940347,0.15501983059653002,19,easy,0.8477493229342182,0.872807,0.2990829635963555
seal0,seal0/32,32,0.8457136255821378,0.1542863744178622,26,medium,0.5525641153846154,0.5525641153846154,0.4033961713239163
seal0,seal0/93,93,0.8457136255821378,0.1542863744178622,26,easy,0.7032051153846155,0.7032051153846155,0.3172403600407653
gpqa-diamond,gpqa-diamond/121,121,0.8462650605905911,0.15373493940940886,13,medium,0.3893792074360144,0.4115384615384616,0.3669803212885096
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_processing_wav2vec2.4f660c78.lv1,huggingface__transformers.e2e8dbed.test_processing_wav2vec2.4f660c78.lv1,0.8467417825620818,0.15325821743791823,25,hard,0.2780427374507525,0.2739999999999999,0.3860362677262332
bfcl,bfcl/bfcl-multiple-16,bfcl-multiple-16,0.8469895538599188,0.1530104461400812,26,saturated,0.9692307692307692,0.9692307692307692,0.0721602424588219
medagentbench,medagentbench/task1_27,task1_27,0.8477328041704226,0.15226719582957737,20,medium,0.5510667443534498,0.6399999999999999,0.3261901286060018
mmmlu,mmmlu/mmmlu-ko-kr-00103,mmmlu-ko-kr-00103,0.8477536776765743,0.15224632232342572,16,easy,0.7353426036752153,0.770833375,0.385838721614659
swebench-verified,swebench-verified/django__django-16100,django__django-16100,0.8477585665332251,0.15224143346677488,20,medium,0.655432671004246,0.6300000000000001,0.3648287269390939
mmau,mmau/1910e3db-5030-4255-8b0d-053542050037,1910e3db-5030-4255-8b0d-053542050037,0.8478118215826546,0.15218817841734544,20,easy,0.8685080106362991,0.85666665,0.3027834130566393
simpleqa,simpleqa/simpleqa-3515,simpleqa-3515,0.8480944355512305,0.15190556444876946,20,medium,0.5255135906752175,0.5800000000000001,0.4044749683231337
gpqa-diamond,gpqa-diamond/54,54,0.8483047645717453,0.1516952354282547,12,easy,0.9418217852441036,0.9500000000000002,0.0866025403784438
aider-polyglot,aider-polyglot/polyglot_go_book-store,polyglot_go_book-store,0.8485145905099647,0.1514854094900353,25,medium,0.682637411096223,0.68,0.3577708763999663
gpqa-diamond,gpqa-diamond/126,126,0.8485789003427548,0.15142109965724515,13,medium,0.5558436273811515,0.5923076923076924,0.3689101171779015
bixbench,bixbench/bix-29-q2,bix-29-q2,0.8487466866040779,0.15125331339592207,19,frontier,0.0420730923162209,0.0385964736842105,0.0925677052508443
arc-agi-2,arc-agi-2/38007db0_0,38007db0_0,0.8487548576021653,0.1512451423978347,20,hard,0.2606350900269232,0.3,0.3549647869859769
featurebench-modal,featurebench-modal/sympy__sympy.c1097516.test_smtlib.69d52b90.lv1,sympy__sympy.c1097516.test_smtlib.69d52b90.lv1,0.8493896848637053,0.15061031513629475,25,hard,0.0771077276733406,0.08,0.2039607805437114
mmmlu,mmmlu/mmmlu-ko-kr-00101,mmmlu-ko-kr-00101,0.8495177223891195,0.1504822776108805,17,hard,0.1493836945901555,0.1764705882352941,0.3812200410828153
gaia,gaia/da52d699-e8d2-4dc5-9191-a2199e0b6a9b,da52d699-e8d2-4dc5-9191-a2199e0b6a9b,0.8495822671200575,0.15041773287994253,20,medium,0.5013332226991865,0.56,0.349857113690718
reasoning-gym,reasoning-gym/reasoning-gym-games-sokoban-hard0292e21f-seed45-0,reasoning-gym-games-sokoban-hard0292e21f-seed45-0,0.8496149036380596,0.15038509636194042,20,hard,0.1877843123996196,0.22333335,0.2652252989860272
mmau,mmau/70c271b0-0a05-4e68-929a-4d0c1c393044,70c271b0-0a05-4e68-929a-4d0c1c393044,0.8496700415734424,0.1503299584265576,20,hard,0.1275601744783748,0.12916665,0.2819512741099559
